"Alaska Monthly Employment Statistics "

areaname,areatype,areacode,adjusted,year,seriescode,industry,emp_january,emp_february,emp_march,emp_april,emp_may,emp_june,emp_july,emp_august,emp_september,emp_october,emp_november,emp_december,emp_annual_average
Alaska,01,000000,0,2006,"90931611  ","Local Education",23600,24200,24300,24300,24300,21800,16700,18300,22100,23200,23600,23500,22500
Alaska,01,000000,0,2006,"90931150  ","Tribal Government",3300,3300,3300,3200,3400,3600,3700,3800,3600,3500,3400,3300,3500
Alaska,01,000000,0,2005,"00000000  ","Total Nonfarm",288500,292900,296300,301100,313400,325400,333300,333000,325400,308600,301100,297000,309700
Alaska,01,000000,0,2005,"06000000  ","Goods Producing",35400,36700,37700,37700,39900,46300,54800,53600,48000,42200,37500,34200,42000
Alaska,01,000000,0,2005,"07000000  ",Service-Providing,253100,256200,258600,263400,273500,279100,278500,279400,277400,266400,263600,262800,267700
Alaska,01,000000,0,2005,"10000000  ","Mining and Logging",9500,9900,10000,10000,10100,10200,10600,10600,10700,10800,10700,10800,10300
Alaska,01,000000,0,2005,"10210000  ",Mining,9300,9500,9500,9500,9500,9600,10000,10000,10100,10300,10300,10500,9800
Alaska,01,000000,0,2005,"10210013  ","Oil & Gas",8400,8500,8600,8600,8500,8800,9100,9200,9100,9300,9400,9600,8900
Alaska,01,000000,0,2005,"20000000  ",Construction,15000,15100,15800,17500,19400,21700,22800,23400,22200,20700,18200,16800,19100
Alaska,01,000000,0,2005,"30000000  ",Manufacturing,10900,11700,11900,10200,10400,14400,21400,19600,15100,10700,8600,6600,12600
Alaska,01,000000,0,2005,"32311700  ","Seafood Processing",7400,8200,8200,6400,6300,10100,17100,15300,10900,6700,4800,2800,8700
Alaska,01,000000,0,2005,"40000000  ","Trade, Transportation, Utilities",58200,58300,58900,60600,64700,66800,68400,68400,66200,62500,61300,60900,62900
Alaska,01,000000,0,2005,"41000000  ","Wholesale Trade",5900,6000,6000,6100,6400,6500,6800,6700,6500,6300,6200,6200,6300
Alaska,01,000000,0,2005,"42000000  ","Retail Trade",33700,33600,33800,34700,36200,37600,37900,37800,36900,35700,35600,35700,35800
Alaska,01,000000,0,2005,"42445000  ","Food & Beverage Stores",6000,6100,6100,6100,6300,6600,6800,6700,6500,6300,6200,6300,6300
Alaska,01,000000,0,2005,"42452000  ","General Merchandise Stores",8900,8800,8800,9000,9000,9300,9300,9400,9200,9300,9300,9200,9100
Alaska,01,000000,0,2005,"43000000  ",Trans/Warehouse/Utilities,18600,18700,19100,19800,22100,22700,23700,23900,22800,20500,19500,19000,20900
Alaska,01,000000,0,2005,"43481000  ","Air Transportation",6000,5900,5800,5900,6200,6500,6500,6500,6300,5900,5800,5800,6100
Alaska,01,000000,0,2005,"50000000  ",Information,6800,6900,6900,6900,7000,7000,7000,7000,7000,6900,7000,7000,7000
Alaska,01,000000,0,2005,"50517000  ",Telecommunications,4100,4100,4100,4200,4200,4200,4200,4200,4300,4200,4200,4200,4200
Alaska,01,000000,0,2005,"55000000  ","Financial Activities",12100,12000,12000,12200,12400,12800,13000,12900,12900,12800,12700,12500,12500
Alaska,01,000000,0,2005,"60000000  ","Professional & Business Svcs",23100,23600,23500,24200,25500,26900,27000,27300,26300,24700,24300,24300,25100
Alaska,01,000000,0,2005,"65000000  ","Educational & Health Services",36400,36700,37300,37100,37400,37700,37300,37400,37400,37500,37700,38000,37300
Alaska,01,000000,0,2005,"65620013  ","Health Care",25700,25800,26200,26200,26300,26500,26500,26600,26200,26200,26200,26400,26300
Alaska,01,000000,0,2005,"70000000  ","Leisure & Hospitality",25800,26100,26800,28300,32400,36700,38600,38300,35100,28600,27300,27300,30900
Alaska,01,000000,0,2005,"70721000  ",Accommodation,5700,5900,6100,6400,8500,10500,11400,11300,9600,6500,6100,6200,7900
Alaska,01,000000,0,2005,"70722000  ","Food Svcs & Drinking Places",16600,16700,17000,17900,19400,21200,21900,21600,20600,18300,17600,17400,18900
Alaska,01,000000,0,2005,"80000000  ","Other Services",10800,11000,11100,11200,11200,11300,11400,11300,11200,11200,11200,11100,11200
Alaska,01,000000,0,2005,"90000000  ",Government,79900,81600,82100,82900,82900,79900,75800,76800,81300,82200,82100,81700,80800
Alaska,01,000000,0,2005,"90910000  ","Federal Government",16600,16600,16600,16700,17100,17700,17700,17600,17300,16600,16600,16600,17000
Alaska,01,000000,0,2005,"90920000  ","State Government",23000,24200,24600,24900,24500,23400,23600,23200,24700,24700,24700,24600,24200
Alaska,01,000000,0,2005,"90921611  ","State Education",6800,7900,8100,8100,7000,5700,5600,5400,7500,7900,8000,8000,7200
Alaska,01,000000,0,2005,"90930000  ","Local Government",40300,40800,40900,41300,41300,38800,34500,36000,39300,40900,40800,40500,39600
Alaska,01,000000,0,2005,"90931611  ","Local Education",23400,24000,24000,23900,24200,21000,16400,18100,21800,23600,23900,23700,22300
Alaska,01,000000,0,2005,"90931150  ","Tribal Government",3900,3900,3800,3900,4100,4400,4300,4100,4000,3800,3900,4000
Alaska,01,000000,0,2004,"00000000  ","Total Nonfarm",283200,286800,291200,295200,306200,318900,327000,325800,320500,305400,295800,294200,304200
Alaska,01,000000,0,2004,"06000000  ","Goods Producing",33700,35100,35700,35700,38300,44900,53200,50800,46100,40600,35200,32400,40100
Alaska,01,000000,0,2004,"07000000  ",Service-Providing,249500,251700,255500,259500,267900,274000,273800,275000,274400,264800,260600,261800,264000
Alaska,01,000000,0,2004,"10000000  ","Mining and Logging",9400,9700,9900,10200,10300,10400,10400,10500,10200,10000,9900,10000,10100
Alaska,01,000000,0,2004,"10210000  ",Mining,9200,9400,9500,9700,9700,9800,9800,10000,9700,9500,9400,9500,9600
Alaska,01,000000,0,2004,"10210013  ","Oil & Gas",8000,8100,8200,8300,8400,8300,8400,8600,8400,8300,8200,8300,8200
Alaska,01,000000,0,2004,"20000000  ",Construction,13700,13800,14100,15300,17700,20100,21500,21800,21100,19700,17600,16300,17700
Alaska,01,000000,0,2004,"30000000  ",Manufacturing,10600,11600,11700,10200,10300,14400,21300,18500,14800,10900,7700,6100,12300
Alaska,01,000000,0,2004,"32311700  ","Seafood Processing",7200,8100,8100,6500,6500,10400,17200,14400,10700,7100,4100,2400,8600
Alaska,01,000000,0,2004,"40000000  ","Trade, Transportation, Utilities",57000,57000,58000,59500,63600,65800,67500,67300,65600,61900,60600,60600,62000
Alaska,01,000000,0,2004,"41000000  ","Wholesale Trade",5900,6000,6100,6100,6200,6400,6600,6600,6400,6200,6000,6100,6200
Alaska,01,000000,0,2004,"42000000  ","Retail Trade",32400,32200,32800,33700,35400,36900,37300,37100,36200,35200,35300,35400,35000
Alaska,01,000000,0,2004,"42445000  ","Food & Beverage Stores",5700,5700,5700,5800,6000,6400,6500,6500,6300,6200,6200,6200,6100
Alaska,01,000000,0,2004,"42452000  ","General Merchandise Stores",8500,8400,8900,8900,9100,9500,9500,9600,9400,9300,9400,9400,9200
Alaska,01,000000,0,2004,"43000000  ",Trans/Warehouse/Utilities,18700,18800,19100,19700,22000,22500,23600,23600,23000,20500,19300,19100,20800
Alaska,01,000000,0,2004,"43481000  ","Air Transportation",6200,6100,6200,6200,6600,7000,7000,6900,6700,6300,6100,6000,6400
Alaska,01,000000,0,2004,"50000000  ",Information,6800,6800,6800,6800,6900,6900,6900,6900,6900,6900,6900,7000,6900
Alaska,01,000000,0,2004,"50517000  ",Telecommunications,4100,4000,4000,4100,4100,4200,4200,4200,4200,4200,4200,4200,4100
Alaska,01,000000,0,2004,"55000000  ","Financial Activities",11600,11700,11800,12200,12200,12600,12600,12700,12500,12400,12300,12300,12200
Alaska,01,000000,0,2004,"60000000  ","Professional & Business Svcs",23000,23200,23700,23900,24600,25800,26300,26500,26100,24700,24100,24300,24700
Alaska,01,000000,0,2004,"65000000  ","Educational & Health Services",35100,35500,35800,36100,36300,36200,35900,35800,36000,36200,36400,36800,36000
Alaska,01,000000,0,2004,"65620013  ","Health Care",24300,24500,24800,25100,25300,25500,25300,25200,25400,25500,25700,25900,25300
Alaska,01,000000,0,2004,"70000000  ","Leisure & Hospitality",24900,25300,25900,27100,30500,35000,37100,37500,34800,29200,27200,27400,30200
Alaska,01,000000,0,2004,"70721000  ",Accommodation,5700,5800,6000,6500,8300,10500,11400,11300,10000,7600,6100,6300,8000
Alaska,01,000000,0,2004,"70722000  ","Food Svcs & Drinking Places",15900,16100,16400,16900,18200,20000,21000,21400,20400,18000,17600,17600,18300
Alaska,01,000000,0,2004,"80000000  ","Other Services",10600,10800,10900,11200,11500,11700,11200,11400,11300,11300,11200,11100,11200
Alaska,01,000000,0,2004,"90000000  ",Government,80500,81400,82600,82700,82300,80000,76300,76900,81200,82200,81900,82300,80900
Alaska,01,000000,0,2004,"90910000  ","Federal Government",16500,16500,16700,17000,17300,18000,18100,17900,17500,17000,16700,16900,17200
Alaska,01,000000,0,2004,"90920000  ","State Government",23900,24200,24700,24700,23900,23000,23500,23000,24600,24400,24400,24400,24100
Alaska,01,000000,0,2004,"90921611  ","State Education",7500,7800,8200,8000,6800,5600,5400,5300,7300,7800,7900,8000,7100
Alaska,01,000000,0,2004,"90930000  ","Local Government",40100,40700,41200,41000,41100,39000,34700,36000,39100,40800,40800,41000,39600
Alaska,01,000000,0,2004,"90931611  ","Local Education",23200,23800,24100,23900,23800,20700,16100,17600,21000,23100,23500,23600,22000
Alaska,01,000000,0,2003,"00000000  ","Total Nonfarm",278200,284400,287500,290300,303600,314500,319600,320100,314300,299200,290100,288100,299200
Alaska,01,000000,0,2003,"06000000  ","Goods Producing",31200,34700,35300,33900,37100,43200,50700,49200,44400,39500,33700,30700,38600
Alaska,01,000000,0,2003,"07000000  ",Service-Providing,247000,249700,252200,256400,266500,271300,268900,270900,269900,259700,256400,257400,260500
Alaska,01,000000,0,2003,"10000000  ","Mining and Logging",10000,10200,10300,10200,10400,10300,10400,10400,10300,10000,9800,9700,10200
Alaska,01,000000,0,2003,"10210000  ",Mining,9700,9700,9800,9500,9700,9500,9600,9700,9600,9500,9300,9300,9600
Alaska,01,000000,0,2003,"10210013  ","Oil & Gas",8300,8400,8400,8000,8100,7900,8000,8200,8000,7900,7800,7900,8200
Alaska,01,000000,0,2003,"20000000  ",Construction,12500,12700,13100,14600,17400,19300,20400,21000,20500,19200,16800,15500,16900
Alaska,01,000000,0,2003,"30000000  ",Manufacturing,8700,11800,11900,9100,9300,13600,19900,17800,13600,10300,7100,5500,11600
Alaska,01,000000,0,2003,"32311700  ","Seafood Processing",5300,8500,8500,5400,5600,9700,16200,14200,10000,6900,3900,2200,8000
Alaska,01,000000,0,2003,"40000000  ","Trade, Transportation, Utilities",57100,56800,57200,58500,62200,64400,65300,65600,63800,60000,59200,59600,60800
Alaska,01,000000,0,2003,"41000000  ","Wholesale Trade",5900,5800,5800,5900,6100,6400,6500,6500,6400,6100,6000,6000,6100
Alaska,01,000000,0,2003,"42000000  ","Retail Trade",32300,32100,32200,32800,34300,35600,35800,35700,35100,34100,33900,34300,34000
Alaska,01,000000,0,2003,"42445000  ","Food & Beverage Stores",5400,5500,5600,5700,6000,6200,6300,6200,6100,5900,5800,5900,5900
Alaska,01,000000,0,2003,"42452000  ","General Merchandise Stores",8900,8700,8800,8500,8500,8800,9000,9000,9000,9000,9100,9200,8900
Alaska,01,000000,0,2003,"43000000  ",Trans/Warehouse/Utilities,18900,18900,19200,19800,21800,22400,23000,23400,22300,19800,19300,19300,20700
Alaska,01,000000,0,2003,"43481000  ","Air Transportation",6300,6300,6300,6500,6700,7000,7000,7000,6700,6300,6200,6300,6600
Alaska,01,000000,0,2003,"50000000  ",Information,6800,6800,6800,6900,7000,7100,7100,7000,7000,6900,6900,6900,6900
Alaska,01,000000,0,2003,"50517000  ",Telecommunications,3900,3900,3900,4000,4100,4200,4200,4100,4100,4100,4100,4100,4100
Alaska,01,000000,0,2003,"55000000  ","Financial Activities",11300,11400,11600,11700,12000,12300,12500,12600,12400,12100,12000,12000,12000
Alaska,01,000000,0,2003,"60000000  ","Professional & Business Svcs",23000,22900,23200,23800,25300,26200,26000,26400,25200,24200,23500,23700,24500
Alaska,01,000000,0,2003,"65000000  ","Educational & Health Services",32500,33300,33600,34200,34400,34500,34600,34800,34700,34900,35100,35500,34300
Alaska,01,000000,0,2003,"65620013  ","Health Care",23200,23500,23800,24000,24100,24400,24400,24500,24300,24400,24400,24800,24100
Alaska,01,000000,0,2003,"70000000  ","Leisure & Hospitality",25700,25700,26000,27100,30800,34100,35600,35800,33400,28100,26700,26600,29600
Alaska,01,000000,0,2003,"70721000  ",Accommodation,5900,5900,6000,6300,8300,9900,10600,10700,9600,6800,6100,6100,7700
Alaska,01,000000,0,2003,"70722000  ","Food Svcs & Drinking Places",16400,16400,16600,17100,18500,19800,20400,20600,19600,17700,17200,17100,18100
Alaska,01,000000,0,2003,"80000000  ","Other Services",11000,11100,11200,11300,11400,11400,11300,11300,11100,11200,11100,11100,11200
Alaska,01,000000,0,2003,"90000000  ",Government,79600,81700,82600,82900,83400,81300,76500,77400,82300,82300,81900,82000,81200
Alaska,01,000000,0,2003,"90910000  ","Federal Government",16500,16500,16800,16800,17300,17900,17900,17800,17700,16600,16600,16900,17100
Alaska,01,000000,0,2003,"90920000  ","State Government",23700,24300,24600,24900,24200,23700,23300,23000,24600,24500,24400,24100,24100
Alaska,01,000000,0,2003,"90921611  ","State Education",7900,8400,8400,8000,6700,5700,5500,5400,7400,7800,8000,7700,7200
Alaska,01,000000,0,2003,"90930000  ","Local Government",39400,40900,41200,41200,41900,39700,35300,36600,40000,41200,40900,41000,39900
Alaska,01,000000,0,2003,"90931611  ","Local Education",22700,24300,24400,24300,24400,21200,16500,18100,22100,23400,23800,23700,22400
Alaska,01,000000,0,2002,"00000000  ","Total Nonfarm",271000,280200,283400,287000,297700,308500,314800,315600,309500,297100,287800,285900,294900
Alaska,01,000000,0,2002,"06000000  ","Goods Producing",30800,34900,35200,34500,36200,40900,48700,47700,43400,39000,33700,30900,38000
Alaska,01,000000,0,2002,"07000000  ",Service-Providing,240200,245300,248200,252500,261500,267600,266100,267900,266100,258100,254100,255000,256900
Alaska,01,000000,0,2002,"10000000  ","Mining and Logging",10500,10700,10800,11100,10900,11100,11600,11500,11200,11100,10800,10500,11000
Alaska,01,000000,0,2002,"10210000  ",Mining,10300,10500,10500,10600,10300,10400,10900,10700,10500,10400,10100,10000,10400
Alaska,01,000000,0,2002,"10210013  ","Oil & Gas",8800,9000,9100,9000,8600,8600,8900,8800,8600,8600,8300,8100,8700
Alaska,01,000000,0,2002,"20000000  ",Construction,12200,12400,12800,13400,15800,18100,19000,19600,18900,17700,15500,14300,15800
Alaska,01,000000,0,2002,"30000000  ",Manufacturing,8100,11800,11600,10000,9500,11700,18100,16600,13300,10200,7400,6100,11200
Alaska,01,000000,0,2002,"32311700  ","Seafood Processing",4600,8300,8000,6400,5800,7800,14300,12800,9700,6700,4000,2600,7600
Alaska,01,000000,0,2002,"40000000  ","Trade, Transportation, Utilities",56600,57000,57900,58800,62400,64900,66300,66400,64100,61200,59400,59300,61200
Alaska,01,000000,0,2002,"41000000  ","Wholesale Trade",5700,5700,5800,6100,6200,6500,7000,6900,6400,6000,5900,5900,6200
Alaska,01,000000,0,2002,"42000000  ","Retail Trade",32000,31900,32200,32600,34200,35400,35800,35600,34900,34300,34000,34200,33900
Alaska,01,000000,0,2002,"42445000  ","Food & Beverage Stores",5400,5500,5500,5500,5800,6000,6100,6000,5900,5600,5500,5500,5700
Alaska,01,000000,0,2002,"42452000  ","General Merchandise Stores",9300,9100,9200,9100,9200,9400,9600,9400,9400,9300,9500,9600,9300
Alaska,01,000000,0,2002,"43000000  ",Trans/Warehouse/Utilities,18900,19400,19900,20100,22000,23000,23500,23900,22800,20900,19500,19200,21100
Alaska,01,000000,0,2002,"43481000  ","Air Transportation",6100,6100,6100,6300,6700,7100,7100,7200,6900,6400,6300,6300,6600
Alaska,01,000000,0,2002,"50000000  ",Information,6900,6800,6900,7100,7100,7200,7400,7200,7200,7100,7000,7100,7100
Alaska,01,000000,0,2002,"50517000  ",Telecommunications,4100,4100,4100,4100,4100,4100,4400,4200,4200,4100,4100,4100,4100
Alaska,01,000000,0,2002,"55000000  ","Financial Activities",10900,10800,11100,11000,11300,11700,11800,11900,11800,11600,11600,11500,11400
Alaska,01,000000,0,2002,"60000000  ","Professional & Business Svcs",22500,23100,23300,23500,24500,25500,25400,25700,24600,24000,23300,23200,24100
Alaska,01,000000,0,2002,"65000000  ","Educational & Health Services",30400,30800,31100,31500,31900,32200,32100,32400,32100,32600,32900,33300,31900
Alaska,01,000000,0,2002,"65620013  ","Health Care",21900,22200,22500,22500,22800,23000,23100,23300,23000,23100,23300,23400,22900
Alaska,01,000000,0,2002,"70000000  ","Leisure & Hospitality",24000,24900,25000,26900,30500,34300,35700,35400,33000,28300,26700,26600,29300
Alaska,01,000000,0,2002,"70721000  ",Accommodation,5400,5600,5400,6200,7900,10000,10700,10500,9400,7200,6100,6000,7500
Alaska,01,000000,0,2002,"70722000  ","Food Svcs & Drinking Places",15200,15600,15900,16800,18300,19700,20400,20300,19300,17600,17300,17300,17800
Alaska,01,000000,0,2002,"80000000  ","Other Services",11600,11800,12000,12000,12100,11900,12000,11900,11700,11500,11400,11300,11800
Alaska,01,000000,0,2002,"90000000  ",Government,77300,80100,80900,81700,81700,79900,75400,77000,81600,81800,81800,82700,80200
Alaska,01,000000,0,2002,"90910000  ","Federal Government",15900,15900,16000,16100,16600,17400,17600,17300,17300,16700,16700,17600,16800
Alaska,01,000000,0,2002,"90920000  ","State Government",22500,23900,24100,24400,23500,23400,22900,23300,24600,24400,24300,24000,23800
Alaska,01,000000,0,2002,"90930000  ","Local Government",38900,40300,40800,41200,41600,39100,34900,36400,39700,40700,40800,41100,39600
Alaska,01,000000,0,2001,"00000000  ","Total Nonfarm",264400,274200,276600,281900,293500,303700,311800,312300,304900,290800,280400,277100,289300
Alaska,01,000000,0,2001,"06000000  ","Goods Producing",29500,35000,35300,35600,37300,41600,50000,49300,44400,38800,32500,29600,38200
Alaska,01,000000,0,2001,"07000000  ",Service-Providing,234900,239200,241300,246300,256200,262100,261800,263000,260500,252000,247900,247500,251100
Alaska,01,000000,0,2001,"10000000  ","Mining and Logging",10500,11500,11600,11800,12000,12300,12200,12100,12000,11800,11200,10700,11600
Alaska,01,000000,0,2001,"10210000  ",Mining,10300,11000,11000,11000,11300,11500,11300,11200,11100,11100,10700,10400,11000
Alaska,01,000000,0,2001,"10210013  ","Oil & Gas",9000,9700,9700,9600,9800,9900,9700,9500,9500,9500,9200,9100,9400
Alaska,01,000000,0,2001,"20000000  ",Construction,10900,11500,12100,13300,14900,17200,18200,19000,18100,16800,14100,13100,14900
Alaska,01,000000,0,2001,"30000000  ",Manufacturing,8100,12000,11600,10500,10400,12100,19600,18200,14300,10200,7200,5800,11700
Alaska,01,000000,0,2001,"32311700  ","Seafood Processing",5100,8600,8400,6900,6400,7900,15300,14100,10300,5700,3300,2200,7900
Alaska,01,000000,0,2001,"40000000  ","Trade, Transportation, Utilities",55600,55300,55700,57800,61200,64000,65600,65500,63400,60500,58800,58700,60200
Alaska,01,000000,0,2001,"41000000  ","Wholesale Trade",5900,5900,5900,6000,6200,6400,7000,6900,6400,6000,5900,5900,6200
Alaska,01,000000,0,2001,"42000000  ","Retail Trade",31500,31000,31100,32000,33400,34900,35100,35100,34300,33500,33400,33400,33200
Alaska,01,000000,0,2001,"42445000  ","Food & Beverage Stores",5900,5700,5800,5800,6000,6200,6300,6200,6100,5800,5700,5600,5900
Alaska,01,000000,0,2001,"42452000  ","General Merchandise Stores",8500,8500,8500,8700,8900,9300,9400,9500,9500,9800,9800,9700,9200
Alaska,01,000000,0,2001,"43000000  ",Trans/Warehouse/Utilities,18200,18400,18700,19800,21600,22700,23500,23500,22700,21000,19500,19400,20800
Alaska,01,000000,0,2001,"43481000  ","Air Transportation",6400,6300,6300,6400,6800,7200,7100,7100,7000,6500,6300,6300,6600
Alaska,01,000000,0,2001,"50000000  ",Information,7300,7400,7400,7200,7400,7500,7500,7500,7300,7300,7300,7200,7400
Alaska,01,000000,0,2001,"50517000  ",Telecommunications,4300,4200,4200,4300,4300,4400,4400,4500,4400,4400,4400,4300,4300
Alaska,01,000000,0,2001,"55000000  ","Financial Activities",11000,11100,11000,11100,11400,11800,11700,11900,11400,11100,10900,10900,11300
Alaska,01,000000,0,2001,"60000000  ","Professional & Business Svcs",22600,23100,23400,23700,24700,25900,26100,26300,25200,24000,23300,23300,24300
Alaska,01,000000,0,2001,"65000000  ","Educational & Health Services",27800,28300,28500,28700,29000,29300,29400,29700,29700,29900,30300,30400,29300
Alaska,01,000000,0,2001,"65620013  ","Health Care",20400,20600,20900,21000,21200,21500,21700,21800,21600,21800,21800,22100,21300
Alaska,01,000000,0,2001,"70000000  ","Leisure & Hospitality",23800,24500,24700,26000,29300,33500,34100,34200,31700,26700,25300,25400,28300
Alaska,01,000000,0,2001,"70721000  ",Accommodation,5500,5600,5700,5900,7500,9600,10200,10200,8800,6500,5500,5600,7200
Alaska,01,000000,0,2001,"70722000  ","Food Svcs & Drinking Places",15000,15400,15600,16500,17900,19600,19400,19400,18600,16500,16200,16100,17200
Alaska,01,000000,0,2001,"80000000  ","Other Services",11400,11500,11700,11800,12200,12300,12100,12200,12100,11900,11800,11800,11900
Alaska,01,000000,0,2001,"90000000  ",Government,75400,78000,78900,80000,81000,77800,75300,75700,79700,80600,80200,79800,78500
Alaska,01,000000,0,2001,"90910000  ","Federal Government",16300,16200,16300,16400,16900,17600,17600,17400,17300,16500,16300,16900,16800
Alaska,01,000000,0,2001,"90920000  ","State Government",21500,22800,23100,23300,23500,22100,22300,21900,23700,23700,23700,23500,22900
