X,Y,OBJECTID,CommunityName,IncorporationType,Population,Source,DataYear,CommunityAreaTypeName
156528.584541288,2284192.21151051,5379,Oliktok,Locality,0,Population is counted as part of the North Slope Borough.,2022,Place of Interest
162352.892521832,1092835.33226283,5380,Voznesenka Village,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2022,Community
-494155.097245773,2147218.7024928,5381,Cape Lisburne,Locality,0,Population is counted as part of the North Slope Borough.,2022,Place of Interest
456374.663768268,1199932.15296536,5382,Eyak,Unincorporated,132,Department of Labor and Workforce Development Estimate (ANVSA),2022,Place of Interest
-196791.799579654,1329098.74237597,5383,Georgetown,Unincorporated,1,Department of Labor and Workforce Development Estimate (ANVSA),2022,Place of Interest
-563048.986264424,530495.95346518,5384,Pauloff Harbor,Locality,0,Pauloff Harbor is an unincorporated community with no year round population,2022,Place of Interest
72479.8654524013,890170.146505548,5385,Afognak,Locality,0,Afognak is the site of a former native village.,2022,Place of Interest
-498236.544903423,1661292.52273176,5386,Solomon,Unincorporated,1,Paimiut is currently uninhabited (ANVSA July 2022 Estimate),2022,Place of Interest
-209993.489544494,1403300.68328789,5387,Iditarod,Unincorporated,0,Iditarod is currently uninhabited.,2022,Place of Interest
-35211.6663119477,1459733.88239547,5388,Medfra,Locality,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2022,Place of Interest
117645.098348606,2265293.89029625,5389,Alpine,Locality,0,Population is counted as part of the North Slope Borough.,2022,Place of Interest
1392816.0366468,826701.072453731,5390,Pennock Island,Locality,0,Population is counted as part of the Ketchikan Gateway Borough.,2022,Place of Interest
34434.4992979836,853439.058727912,5391,Uganik,Locality,0,Uganik is an abandoned village on Uganik Island. See ANCSA information.,2022,Place of Interest
-121501.563291323,842308.143623146,5392,Kanatak,Locality,0,Population data is not available.,2022,Place of Interest
638542.298566229,1175806.58275841,5393,Cape Yakataga,Locality,0,Cape Yakataga is currently uninhabited.,2022,Place of Interest
224054.971298151,1259961.69232816,5394,Joint Base Elmendorf-Richardson,Locality,11937,Department of Labor and Workforce Development Estimate (Census Tract),2022,Place of Interest
239473.910210812,1277980.69851513,5395,Birchwood,Locality,0,Population is counted as part of the Municipality of Anchorage.,2022,Place of Interest
1121863.61783256,1046072.54024004,5396,Cube Cove,Locality,0,Site of a former logging camp.,2022,Place of Interest
260015.924167796,1295081.82706796,5397,Circle View Stampede,Locality,0,Population is counted as part of the Matanuska-Susitna Borough.,2022,Place of Interest
-456575.14463536,1692668.33983796,5398,Council,Locality,2,Council is primarily a summer fish camp site for Nome residents. (ANVSA estimate),2022,Place of Interest
163608.883228636,1092933.49138899,5399,Kachemak Selo,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2022,Community
1134575.56750193,1087146.72223376,5400,Thane,Locality,0,Population is counted as part of Juneau.,2022,Place of Interest
-802803.216135668,1595268.96523195,5401,Saint Lawrence Island,Unincorporated,0,"St. Lawrence Island has two second class cities, Gambell and Savoonga where most people live.",2022,Place of Interest
35951.3089463507,1490860.42772542,5402,Telida,Unincorporated,3,Department of Labor and Workforce Development Estimate,2022,Place of Interest
143512.14636795,1077693.77914102,5403,Millers Landing,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2022,Place of Interest
-659022.677792937,1736713.2713765,5404,King Island,Unincorporated,0,King Island is a former native village.,2022,Place of Interest
128538.282957619,1026443.58474295,5405,Portlock,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2022,Place of Interest
232701.948772181,1596422.70968707,5406,Clear,Locality,0,Population is counted as part of the Denali Borough.,2022,Place of Interest
-499904.206109331,1473465.86998113,5407,Hamilton,Unincorporated,0,Hamilton is a Yup'ik summer subsistence-use camp. Population data is not available.,2022,Place of Interest
1331658.50920262,906621.0009735,5408,Thoms Place,Locality,0,Thom's Place is currently uninhabited.,2022,Place of Interest
271483.1005377,1215610.88053585,5409,Portage,Unincorporated Census Designated Place,0,Population is counted as part of the Municipality of Anchorage.,2022,Place of Interest
-126770.972818501,1466265.08243776,5410,Ophir,Unincorporated,0,Ophir is an abandoned mining town.,2022,Place of Interest
-361004.012741683,1794293.0316365,5411,Candle,Locality,0,Candle is an uninhabited area in the Northwest Borough.,2022,Place of Interest
-262418.110486748,988920.947579179,5412,Ekuk,Unincorporated ,0,Department of Labor and Workforce Development Estimate (ANVSA),2022,Place of Interest
6463.09000476653,1087715.12051677,5413,Pile Bay,Locality,0,Pile Bay is a former village site that is no longer populated.,2022,Place of Interest
-621045.111079703,1357895.68851394,5414,Paimiut,Unincorporated,0,Paimiut is currently uninhabited (ANVSA July 2022 Estimate),2022,Place of Interest
-32214.2680463598,799243.933737288,5415,Ayakulik,Locality,0,Ayakulik is an abandoned village and is currently uninhabited.,2022,Place of Interest
1254867.05521555,876451.203708233,5416,Shakan Bay,Unincorporated,0,Population is counted as part of Prince of Wales-Hyder Census Area.,2022,Place of Interest
1384021.98498449,834149.338845804,5417,Ward Cove,Locality,2843,Department of Labor and Workforce Development Estimate (Census Tract),2022,Place of Interest
281271.202207753,1670197.90042519,5418,Ester Dome,Locality,0,Population is counted as part of the Ester CDP.,2022,Community
301241.113702664,1666283.81935231,5419,Fort Wainwright,Locality,9719,Department of Labor and Workforce Development Estimate (Census Tract),2022,Place of Interest
-415497.986743595,1312212.10929474,5420,Ohogamiut,Unincorporated,0,Ohogamiut is currently uninhabited (ANVSA July 2022 Estimate),2022,Place of Interest
1340263.82217466,857844.527167459,5421,Meyers Chuck,Locality,0,Population is counted as part of Wrangell.,2022,Place of Interest
246212.519868801,1284301.80779528,5422,Eklutna,Locality,62,Department of Labor and Workforce Development Estimate (ANVSA),2022,Place of Interest
432582.925356386,1755425.63557511,5423,Circle Hot Springs,Locality,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2022,Place of Interest
227089.505104538,1283133.0178375,5424,Knik,Locality,0,Knik is no longer populated.,2022,Place of Interest
-513363.957257602,1481049.59792884,5425,Chuloonawick,Locality,0,Chuloonawick is a summer fish camp for Emmonak residents. Population data is not available.,2022,Place of Interest
252711.073205021,1552964.00664946,5426,Suntrana,Locality,0,Population is counted as part of the Denali Borough.,2022,Place of Interest
1041545.37663449,1173105.06431145,5427,Haines CDP,Census Designated Place,1788,Department of Labor and Workforce Development Estimate,2022,Place of Interest
-415910.672728012,601517.075516733,5428,Squaw Harbor,Locality,0,Population is counted as part of the Aleutians East Borough.,2022,Place of Interest
68864.0624594596,898442.096402447,5429,Litnik,Locality,0,Population is counted as part of the Kodiak Island Borough.,2022,Place of Interest
298804.985135988,1699080.40930863,5430,Haystack,Locality,0,Population is counted as part of the Fairbanks North Star Borough.,2022,Community
180876.508184967,1275095.24060441,5431,Alexander Creek,Locality,0,Population is counted as part of the Matanuska-Susitna Borough.,2022,Place of Interest
-97.5466482192125,848156.790015135,5432,Uyak,Locality,1,Department of Labor and Workforce Development Estimate,2022,Place of Interest
262652.259891966,1230166.81364902,5433,Girdwood,Locality,2371,Department of Labor and Workforce Development Estimate (Census Tract),2022,Place of Interest
-477712.097885299,1374362.05538067,5434,Andreafsky,Unincorporated,100,Department of Labor and Workforce Development Estimate (ANVSA),2022,Place of Interest
74168.1483244948,2156796.71469605,5435,Umiat,Locality,0,Population is counted as part of the North Slope Borough.,2022,Place of Interest
243534.881446219,1557971.62684599,5436,Lignite,Locality,0,Population is counted as part of the Denali Borough.,2022,Place of Interest
237524.244665623,1267348.55477258,5437,Eagle River,Locality,6563,Department of Labor and Workforce Development Estimate (Census Tract),2022,Place of Interest
-682492.868786429,1187495.08875961,5438,Nunivak Island,Unincorporated,0,The main population center of Nunivak Island is the village of Mekoryuk.,2022,Place of Interest
-409230.958411459,684418.583075316,5439,Port Moller,Locality,0,Population is counted as part of the Aleutians East Borough.,2022,Place of Interest
224358.892549942,1240678.30733776,5440,Rabbit Creek,Locality,4158,Department of Labor and Workforce Development Estimate (Census Tract),2022,Place of Interest
82325.7308088415,944400.541230653,5441,Port William,Locality,0,Population data is not available.,2022,Place of Interest
210114.047613531,1344237.75330284,5442,Caswell,Locality,0,Caswell is located within the Matanuska-Susitna Borough.,2022,Place of Interest
-250637.01568748,1293060.03126829,5443,Napaimute,Unincorporated,0,Department of Labor and Workforce Development Estimate (ANVSA),2022,Place of Interest
60118.9745235551,1843047.65798742,5444,New Allakaket,Unincorporated Census Designated Place,0,Population data is not available.,2022,Place of Interest
-1537201.88387456,470990.318946767,5445,Adak Station,Unincorporated ,0,Adak Station is the site of a former navy base.,2022,Place of Interest
97440.5677708763,865270.267010627,5446,Woody Island,Locality,0,Woody Island is located in the Kodiak Island Borough,2022,Place of Interest
286747.317014755,1663572.23732084,5447,Ptarmigan Heights,Locality,0,Population is counted as part of the Fairbanks North Star Borough.,2022,Community
163035.556565656,1094929.2977381,5448,Razdolna Village,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2022,Community
-2130973.65341576,850222.492292333,5449,Attu Station,Unincorporated Census Designated Place,0,Department of Labor and Workforce Development Estimate,2022,Place of Interest
139052.86774118,1055138.24848882,5450,Jakolof Bay,Locality,0,Jakolof Bay is a recreational area with a few cabins. Population data is not available.,2022,Place of Interest
-570019.239009967,534184.888456916,5451,Sanak,Locality,0,Population is counted as part of the Aleutians East Borough.,2022,Place of Interest
14234.2529236914,761503.273809106,5452,Kaguyak,Locality,0,Kaguyak was an Alutiiq village and is now used as a fish camp. It is not inhabited year round.,2022,Place of Interest
-511524.460849439,594822.571008507,5453,Belkofski,Locality,2,"Belkofski is a summer fishing camp, used by King Cove residents. (ANVSA July 2022 Estimate)",2022,Place of Interest
-75332.726510139,1571495.68200594,5454,Poorman,Locality,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2022,Place of Interest
515773.75991873,1956293.81472257,5455,Canyon Village,Unincorporated,0,Canyon Village is currently uninhabited. (ANVSA July 2022 Estimate),2022,Place of Interest
-920052.431420392,471174.601723346,5456,Fort Glenn,Unincorporated,0,Fort Glenn is a former military base that  is no longer in use.,2022,Place of Interest
-516807.165479186,1730626.80726666,5457,Mary's Igloo,Unincorporated,1,This is the site of a former native village. No year-round inhabitants. (ANVSA July 2022 Estimate),2022,Place of Interest
1038666.2924795,1200901.70967077,5458,Dyea,Locality,0,Population is counted as part of the Municipality of Skagway.,2022,Place of Interest
1129707.37880928,1087835.34840785,5459,Douglas,Locality,5496,Department of Labor and Workforce Development Estimate (Census Tract),2022,Place of Interest
-609994.321572468,1219519.85430933,5460,Umkumiute,Unincorporated,0,Umkumiute is a seasonal fish camp located on Nelson Island.,2022,Place of Interest
237714.956695097,1273503.93961185,5461,Chugiak,Locality,5271,Department of Labor and Workforce Development Estimate (Census Tract),2022,Place of Interest
242077.415410458,1278552.19966647,5462,Peters Creek,Locality,0,Population is counted as part of the Municipality of Anchorage.,2022,Place of Interest
998315.769773143,1183440.908127,5463,Klehini Valley,Locality,0,Population is counted as part of the Haines Borough.,2022,Community
-11728.6383307783,1787572.13992937,6222,Hughes,2nd Class City,101,DCCED Certified,2023,Community
217275.863892025,2262085.49752706,6223,Prudhoe Bay,Census Designated Place,1310,DCCED Certified,2023,Place of Interest
301045.198390144,1680858.32666,6224,Fox,Census Designated Place,432,DCCED Certified,2023,Community
1022925.99207646,1047160.40267065,6225,Elfin Cove,Unincorporated Census Designated Place,38,DCCED Certified,2023,Community
212521.964589845,1270246.05769499,6226,Point MacKenzie,Census Designated Place,2117,DCCED Certified,2023,Community
464271.195017703,1328969.85066943,6227,Tonsina,Unincorporated Census Designated Place,60,DCCED Certified,2023,Place of Interest
143380.401020965,1140419.44502553,6228,Clam Gulch,Census Designated Place,255,DCCED Certified,2023,Community
453407.617757306,1360664.88459182,6229,Copper Center,Unincorporated Census Designated Place,304,DCCED Certified,2023,Community
451254.648382327,1591003.96240932,6230,Healy Lake,Unincorporated Census Designated Place,26,DCCED Certified,2023,Community
475263.982565207,1339051.89897511,6231,Kenny Lake,Unincorporated Census Designated Place,299,DCCED Certified,2023,Community
-431920.832844917,1649447.70853771,6232,Golovin,2nd Class City,184,DCCED Certified,2023,Community
295954.87213965,1663903.45837786,6233,South Van Horn,Census Designated Place,510,DCCED Certified,2023,Place of Interest
165267.505139373,1926764.33569298,6234,Coldfoot,Unincorporated Census Designated Place,27,DCCED Certified,2023,Place of Interest
223408.043452646,1791220.22569493,6235,Stevens Village,Unincorporated Census Designated Place,24,DCCED Certified,2023,Community
-42352.1803480683,1049908.97923495,6236,Kokhanok,Census Designated Place,131,DCCED Certified,2023,Community
1128713.59693205,1089945.06693488,6237,City and Borough of Juneau,Unified Home Rule Borough,31549,DCCED Certified,2023,Community
247686.56602269,1302044.91652816,6238,North Lakes,Census Designated Place,9979,Department of Labor and Workforce Development Estimate,2023,Place of Interest
-447480.499676292,1667267.57588047,6239,White Mountain,2nd Class City,211,DCCED Certified,2023,Community
446539.23185435,1370184.56519406,6240,Tazlina,Unincorporated Census Designated Place,250,DCCED Certified,2023,Community
-447901.542750638,689960.63172887,6241,Nelson Lagoon,Census Designated Place,33,DCCED Certified,2023,Community
451199.481986302,1366697.99081684,6242,Silver Springs,Unincorporated Census Designated Place,110,DCCED Certified,2023,Community
159597.749320738,1175220.82743065,6243,Ridgeway,Census Designated Place,2151,DCCED Certified,2023,Place of Interest
-337065.636257072,1297603.6353303,6244,Lower Kalskag,2nd Class City,256,DCCED Certified,2023,Community
356206.463215781,1620815.95660496,6245,Harding-Birch Lakes,Census Designated Place,271,DCCED Certified,2023,Place of Interest
-993848.111335208,436840.972370498,6246,Nikolski,Unincorporated Census Designated Place,37,DCCED Certified,2023,Community
-571662.17131996,1262920.14789905,6247,Newtok,Unincorporated Census Designated Place,179,DCCED Certified,2023,Community
-377014.91516036,1906544.53404862,6248,Kotzebue,2nd Class City,2953,DCCED Certified,2023,Community
-1643891.01219699,521139.662729592,6249,Aleutians West Census Area,Census Area,4893,DCCED Certified,2023,Place of Interest
1338592.77344132,833795.508697213,6250,Kasaan,2nd Class City,71,DCCED Certified,2023,Community
-402443.958757316,1225580.47820934,6251,Kwethluk,2nd Class City,814,DCCED Certified,2023,Community
-441453.044196578,1110782.94761139,6252,Quinhagak,2nd Class City,789,DCCED Certified,2023,Community
-197057.061222871,1044795.06400626,6253,Ekwok,2nd Class City,104,DCCED Certified,2023,Community
96739.4811683069,869303.640198053,6254,Mill Bay,Census Designated Place,4190,DCCED Certified,2023,Place of Interest
145419.401007554,1184299.98662629,6255,Salamatof,Census Designated Place,1041,DCCED Certified,2023,Community
232199.326424662,1301642.97804888,6256,Meadow Lakes,Census Designated Place,9726,DCCED Certified,2023,Community
325900.225947539,1655381.74661724,6257,Moose Creek,Census Designated Place,478,DCCED Certified,2023,Community
402015.700729432,1589787.6184476,6258,Delta Junction,2nd Class City,978,DCCED Certified,2023,Community
-261538.012610842,990939.377471944,6259,Clark's Point,2nd Class City,58,DCCED Certified,2023,Community
-267002.37065953,1861743.46862271,6260,Selawik,2nd Class City,745,DCCED Certified,2023,Community
-10520.5699198308,771139.336261794,6261,Akhiok,2nd Class City,61,DCCED Certified,2023,Community
-554525.089338192,1440760.04264743,6262,Nunam Iqua,2nd Class City,212,DCCED Certified,2023,Community
-585243.431821837,1213354.21877197,6263,Nightmute,2nd Class City,297,DCCED Certified,2023,Community
448519.435046842,1399145.2187377,6264,Gakona,Unincorporated Census Designated Place,186,DCCED Certified,2023,Community
382512.054123113,1390870.55828347,6265,Lake Louise,Census Designated Place,35,DCCED Certified,2023,Community
307883.230256119,1674157.82003169,6266,Steele Creek,Census Designated Place,6419,DCCED Certified,2023,Place of Interest
147296.352254568,1156546.17263257,6267,Cohoe,Census Designated Place,1536,DCCED Certified,2023,Community
128946.340515093,1051951.29545042,6268,Seldovia,1st Class City,250,DCCED Certified,2023,Community
-168359.015507785,1908076.91542096,6269,Ambler,2nd Class City,263,DCCED Certified,2023,Community
454359.728294303,1889974.92602281,6270,Chalkyitsik,Unincorporated Census Designated Place,52,DCCED Certified,2023,Community
1314672.95187114,811274.193785043,6271,Prince of Wales-Hyder Census Area,Census Area,5784,DCCED Certified,2023,Place of Interest
-282384.963166525,1421013.67619956,6272,Shageluk,2nd Class City,109,DCCED Certified,2023,Community
1238267.38965635,896185.606986261,6273,Point Baker,Unincorporated Census Designated Place,10,DCCED Certified,2023,Community
354054.042572951,2041227.39298027,6274,Arctic Village,Unincorporated Census Designated Place,138,DCCED Certified,2023,Community
288183.511480306,1210202.13575226,6275,Whittier,2nd Class City,255,DCCED Certified,2023,Community
-310205.1561704,1891560.22052034,6276,Noorvik,2nd Class City,657,DCCED Certified,2023,Community
-545131.292891217,1662011.84942765,6277,Nome,1st Class City,3506,DCCED Certified,2023,Community
-447226.987289272,2009807.22968578,6278,Kivalina,2nd Class City,429,DCCED Certified,2023,Community
-104231.378830169,1448041.67138072,6279,Takotna,Unincorporated Census Designated Place,53,DCCED Certified,2023,Community
586267.515886663,1321554.3531905,6280,McCarthy,Unincorporated Census Designated Place,119,DCCED Certified,2023,Community
-398871.836539254,1525392.69678106,6281,Saint Michael,2nd Class City,435,DCCED Certified,2023,Community
88384.1436342165,881147.263944216,6282,Ouzinkie,2nd Class City,112,DCCED Certified,2023,Community
-390088.939894051,1235043.39515902,6283,Akiak,2nd Class City,489,DCCED Certified,2023,Community
137077.940141427,1078592.02091622,6284,Diamond Ridge,Census Designated Place,1344,DCCED Certified,2023,Community
268214.856425977,1289956.53334929,6285,Knik River,Census Designated Place,901,DCCED Certified,2023,Community
-80397.3307664457,1443158.2115088,6286,McGrath,2nd Class City,263,DCCED Certified,2023,Community
337875.673896086,1675612.38921171,6287,Pleasant Valley,Census Designated Place,588,DCCED Certified,2023,Community
1198536.67962979,956568.349048765,6288,Kake,1st Class City,530,DCCED Certified,2023,Community
-480769.64005375,1486120.98218124,6289,Kotlik,2nd Class City,616,DCCED Certified,2023,Community
-645493.924265168,1807658.58515957,6290,Wales,2nd Class City,112,DCCED Certified,2023,Community
1390949.46071987,828555.191281473,6291,Ketchikan,Home Rule City,7803,DCCED Certified,2023,Community
-110127.639880373,1751240.87506519,6292,Huslia,2nd Class City,308,DCCED Certified,2023,Community
-342254.333484691,668891.626523145,6293,Ivanof Bay,Census Designated Place,1,DCCED Certified,2023,Place of Interest
-136054.6819512,1314824.03626823,6294,Stony River,Unincorporated Census Designated Place,60,DCCED Certified,2023,Community
167825.450388539,1943993.01559828,6295,Wiseman,Unincorporated Census Designated Place,5,DCCED Certified,2023,Place of Interest
604268.889203722,1705898.02020689,6296,Eagle,2nd Class City,74,DCCED Certified,2023,Community
-364121.721021177,1024741.90872815,6297,Togiak,2nd Class City,733,DCCED Certified,2023,Community
1076330.60426869,1052302.48637569,6298,Hoonah,1st Class City,885,DCCED Certified,2023,Community
146258.105185037,1335446.77897783,6299,Skwentna,Census Designated Place,56,DCCED Certified,2023,Place of Interest
253927.740643429,1168042.84768789,6300,Crown Point,Census Designated Place,111,DCCED Certified,2023,Community
-358379.619633952,1025834.46710817,6301,Twin Hills,Unincorporated Census Designated Place,98,DCCED Certified,2023,Community
-666098.967390566,1216835.77501392,6302,Mekoryuk,2nd Class City,193,DCCED Certified,2023,Community
-130179.525861584,2281005.03230254,6303,Atqasuk,2nd Class City,307,DCCED Certified,2023,Community
-1366063.79757625,452267.170700528,6304,Atka,2nd Class City,55,DCCED Certified,2023,Community
1279439.5338274,852898.737264006,6305,Naukati Bay,Unincorporated Census Designated Place,130,DCCED Certified,2023,Community
122878.36850152,1041787.24714114,6306,Port Graham,Census Designated Place,155,DCCED Certified,2023,Community
489564.377905441,1557990.0018995,6307,Dot Lake,Unincorporated Census Designated Place,19,DCCED Certified,2023,Place of Interest
1296631.56988456,821637.681263856,6308,Klawock,1st Class City,696,DCCED Certified,2023,Community
490069.88529105,1557800.84393968,6309,Dot Lake Village,Unincorporated Census Designated Place,38,DCCED Certified,2023,Community
203097.40402155,1392307.62022123,6310,Chase,Census Designated Place,26,DCCED Certified,2023,Community
151372.627970904,1084665.91051406,6311,Fritz Creek,Census Designated Place,2458,DCCED Certified,2023,Community
229361.852471945,1174878.75156961,6312,Cooper Landing,Census Designated Place,361,DCCED Certified,2023,Community
461934.537657093,1344305.54624745,6313,Willow Creek,Unincorporated Census Designated Place,203,DCCED Certified,2023,Place of Interest
-974186.387616933,910524.356455918,6314,Saint Paul,2nd Class City,352,DCCED Certified,2023,Community
-154173.067110536,967957.922090339,6315,King Salmon,Census Designated Place,309,DCCED Certified,2023,Community
-174280.650938381,974060.04566549,6316,Naknek,Census Designated Place,442,DCCED Certified,2023,Community
-277208.32474227,1299382.0395778,6317,Chuathbaluk,2nd Class City,80,DCCED Certified,2023,Community
177178.478700454,1172748.98875314,6318,Funny River,Census Designated Place,1199,DCCED Certified,2023,Community
-410420.502445733,612521.25493188,6319,Aleutians East Borough,2nd Class Borough,3558,DCCED Certified,2023,Community
-526203.79103316,2093518.89801835,6320,Point Hope,2nd Class City,867,DCCED Certified,2023,Community
399599.272922145,2270028.5977156,6321,Kaktovik,2nd Class City,261,DCCED Certified,2023,Community
331180.006059222,1914361.67558878,6322,Venetie,Unincorporated Census Designated Place,195,DCCED Certified,2023,Community
1240068.83935796,893362.306896129,6323,Port Protection,Unincorporated Census Designated Place,36,DCCED Certified,2023,Community
208089.05632427,1313544.57809536,6324,Willow,Census Designated Place,2429,DCCED Certified,2023,Community
-332653.86238065,1562728.38340021,6325,Unalakleet,2nd Class City,685,DCCED Certified,2023,Community
-766481.088033544,525927.941681311,6326,Akutan,2nd Class City,1585,DCCED Certified,2023,Community
-411468.071384623,612220.112308554,6327,Sand Point,1st Class City,607,DCCED Certified,2023,Community
1042113.96096509,1199031.05835886,6328,Municipality of Skagway,1st Class Borough,1127,DCCED Certified,2023,Community
449341.002617589,1201051.24327367,6329,Cordova,Home Rule City,2540,DCCED Certified,2023,Community
-50160.1750683196,1081425.31841533,6330,Newhalen,2nd Class City,184,DCCED Certified,2023,Community
1181033.65095018,866617.332387511,6331,Port Alexander,2nd Class City,51,DCCED Certified,2023,Community
1275679.96111855,880764.533883195,6332,Whale Pass,2nd Class City,91,DCCED Certified,2023,Community
172137.395334282,1099907.15533493,6333,Fox River,Census Designated Place,662,DCCED Certified,2023,Place of Interest
240925.578263569,1297506.32142337,6334,Wasilla,1st Class City,9459,DCCED Certified,2023,Community
-456126.242470982,1241722.19411346,6335,Nunapitchuk,2nd Class City,548,DCCED Certified,2023,Community
234988.043371995,1630972.325968,6336,Nenana,Home Rule City,411,DCCED Certified,2023,Community
-331961.161306367,1231572.97756733,6337,Bethel Census Area,Census Area,18193,DCCED Certified,2023,Place of Interest
-556950.421676264,1147348.56010866,6338,Kipnuk,Unincorporated Census Designated Place,708,DCCED Certified,2023,Community
-1537201.88387456,470990.318946767,6339,Adak,2nd Class City,72,DCCED Certified,2023,Community
-821103.117607516,506511.585367918,6340,Unalaska,1st Class City,4093,DCCED Certified,2023,Community
-482903.267985045,1373351.35759007,6341,Pitkas Point,Unincorporated Census Designated Place,111,DCCED Certified,2023,Community
660486.095615432,1470329.47573192,6342,Alcan Border,Unincorporated Census Designated Place,17,DCCED Certified,2023,Place of Interest
232079.550898615,1289597.13692596,6343,Knik-Fairview,Census Designated Place,20748,DCCED Certified,2023,Community
-484804.031108125,1689943.88211859,6344,Nome Census Area,Census Area,9628,DCCED Certified,2023,Place of Interest
247252.63236517,1219683.9059117,6345,Sunrise,Census Designated Place,13,DCCED Certified,2023,Place of Interest
395312.475013265,1231228.68050019,6346,Tatitlek,Unincorporated Census Designated Place,68,DCCED Certified,2023,Community
1394833.01618437,827141.248298324,6347,Saxman,2nd Class City,343,DCCED Certified,2023,Community
156162.731709421,1070567.23057462,6348,Halibut Cove,Census Designated Place,61,DCCED Certified,2023,Place of Interest
453137.328724413,1797102.5674427,6349,Circle,Unincorporated Census Designated Place,95,DCCED Certified,2023,Community
-281948.838499008,1904401.9970097,6350,Kiana,2nd Class City,384,DCCED Certified,2023,Community
221713.453823614,1301745.94747857,6351,Houston,2nd Class City,2140,DCCED Certified,2023,Community
254354.328064305,1501399.51140176,6352,Cantwell,Census Designated Place,197,DCCED Certified,2023,Community
-567220.171676952,1248842.14219408,6353,Mertarvik,Unincorporated Census Designated Place,92,DCCED Certified,2023,Place of Interest
514788.504749838,1479498.72464914,6354,Mentasta Lake,Unincorporated Census Designated Place,118,DCCED Certified,2023,Community
-174132.730783473,973954.708374513,6355,Bristol Bay Borough,2nd Class Borough,809,DCCED Certified,2023,Community
-175288.312258999,1316026.27963292,6356,Red Devil,Unincorporated Census Designated Place,19,DCCED Certified,2023,Community
312412.153918985,1664768.74230384,6357,Badger,Census Designated Place,19041,DCCED Certified,2023,Place of Interest
238268.74664755,1570151.81382958,6358,Ferry,Census Designated Place,17,DCCED Certified,2023,Place of Interest
1403403.93163677,807389.271110538,6359,Metlakatla,Indian reservation organized under federal law,1446,DCCED Certified,2023,Community
1098842.30817246,1020605.91972509,6360,Tenakee Springs,2nd Class City,123,DCCED Certified,2023,Community
-307075.684978314,1451345.66566966,6361,Grayling,2nd Class City,186,DCCED Certified,2023,Community
-320961.247478179,668095.752654292,6362,Perryville,Census Designated Place,77,DCCED Certified,2023,Community
221333.887788479,1292873.56560959,6363,Big Lake,Census Designated Place,4124,DCCED Certified,2023,Community
-504641.714678906,1383006.58358768,6364,Mountain Village,2nd Class City,610,DCCED Certified,2023,Community
-168063.720661091,899298.415621767,6365,Lake and Peninsula Borough,Non-Unified Home Rule Borough,1344,DCCED Certified,2023,Community
-509342.605634276,1133719.75625607,6366,Kwigillingok,Unincorporated Census Designated Place,370,DCCED Certified,2023,Community
125965.892587377,1107168.68197243,6367,Happy Valley,Census Designated Place,781,DCCED Certified,2023,Place of Interest
-50742.1148290514,1085205.33191174,6368,Iliamna,Census Designated Place,115,DCCED Certified,2023,Community
-373149.436221529,1254734.12369385,6369,Tuluksak,Unincorporated Census Designated Place,438,DCCED Certified,2023,Community
233382.384274499,1635058.99555354,6370,Four Mile Road,Unincorporated Census Designated Place,31,DCCED Certified,2023,Place of Interest
-377345.822372229,1906418.58116836,6371,Northwest Arctic Borough,Non-Unified Home Rule Borough,7464,DCCED Certified,2023,Community
-126723.908380746,1886093.92757466,6372,Kobuk,2nd Class City,156,DCCED Certified,2023,Community
1465087.32842839,923484.305526724,6373,Hyder,Unincorporated Census Designated Place,47,DCCED Certified,2023,Community
395907.79207344,1600283.15470697,6374,Big Delta,Unincorporated Census Designated Place,434,DCCED Certified,2023,Community
1259915.49236031,957699.032818877,6375,Kupreanof,2nd Class City,26,DCCED Certified,2023,Community
528913.242653236,1532292.10191689,6376,Tanacross,Unincorporated Census Designated Place,130,DCCED Certified,2023,Community
57878.2758713154,1844678.35876887,6377,Alatna,Unincorporated Census Designated Place,9,DCCED Certified,2023,Community
-604708.940679213,1222203.06208921,6378,Toksook Bay,2nd Class City,623,DCCED Certified,2023,Community
447304.051362243,1574535.41928412,6379,Gold Sand Acres,Unincorporated,67,DCCED Certified,2023,Community
117871.786670187,1041948.3974587,6380,Nanwalek,Census Designated Place,239,DCCED Certified,2023,Community
109495.160712797,1886970.79354587,6381,Bettles,2nd Class City,20,DCCED Certified,2023,Community
-566472.040459798,1173895.45756847,6382,Chefornak,2nd Class City,517,DCCED Certified,2023,Community
-541049.82099132,1860130.47257105,6383,Shishmaref,2nd Class City,579,DCCED Certified,2023,Community
-280194.960905991,709704.934092457,6384,Chignik Lagoon,Census Designated Place,73,DCCED Certified,2023,Community
253474.099665576,1175537.10518763,6385,Moose Pass,Census Designated Place,228,DCCED Certified,2023,Community
142993.975732621,1077791.38596542,6386,Kachemak,2nd Class City,669,DCCED Certified,2023,Community
547790.856091772,1530825.16369162,6387,Tok,Unincorporated Census Designated Place,1329,DCCED Certified,2023,Community
