X,Y,OBJECTID,CommunityName,EntityName,EntityType,Address,City,State,Zip,Phone,Fax,AsOfDate,LocationID,CommunityID,EntityID
-142.99032,63.3356200000001,254,Tok,Tok Post Office,Post Office,1314.3 Alaska Hwy,Tok,AK,99780-9800,+ 1 (907) 883-5880,+ 1 (907) 883-5881,2023/08/25 08:00:00+00,1384764,{E7AB4B30-0C1D-4536-8571-A8835525D851},{C68780BD-1CE1-4B44-A966-2AACBD939E1B}
-165.107573,60.5312030000001,255,Toksook Bay,Toksook Bay Post Office,Post Office,9637 Toksook Bay Rd,Toksook Bay,AK,99637-9800,+ 1 (907) 427-7474,,2023/08/25 08:00:00+00,1439453,{976DFE6D-5070-41D4-B270-90EB077F8A48},{6A3E062A-946B-45A4-872A-355FEC0C22F8}
-150.232883,62.317232,256,Trapper Creek,Trapper Creek Post Office,Post Office,23161 S Watson Cir,Trapper Creek,AK,99683-9800,+ 1 (907) 733-4440,,2023/08/25 08:00:00+00,1439454,{68659E20-597A-4214-97E4-BE2A722B888B},{F35B1893-83AF-4132-BAB6-4BE3E1DFC61B}
-160.959534,61.0988380000001,257,Tuluksak,Tuluksak Post Office,Post Office,9679 Tuluksak Rd,Tuluksak,AK,99679-9800,+ 1 (907) 695-6767,,2023/08/25 08:00:00+00,1439455,{08AE02CD-C624-4EB1-9BDE-DC0B7B5D224E},{F1186440-239B-4549-AE1C-653F4138766C}
-162.667612,60.3418120000001,258,Tuntutuliak,Tuntutuliak Post Office,Post Office,100 Main St,Tuntutuliak,AK,99680-9800,+ 1 (907) 256-2654,,2023/08/25 08:00:00+00,1439456,{E53D762F-9715-4E78-AE62-1FFB0D35EC03},{B20E0814-7BBE-4E24-AFB3-6BB61773F655}
-165.264826,60.5805320000001,259,Tununak,Tununak Post Office,Post Office,100 Airport Way,Tununak,AK,99681-9800,+ 1 (907) 652-6526,+ 1 (907) 652-6776,2023/08/25 08:00:00+00,1385161,{2AAC0BD8-1ED0-49FE-B5DA-1371DF532197},{82494B58-EE95-4950-A4F9-DD059CC379AD}
-158.461552,59.039741,260,Twin Hills,Twin Hills Post Office,Post Office,101 Main St,Twin Hills,AK,99576-9801,+ 1 (907) 525-4127,,2023/08/25 08:00:00+00,1439457,{70F9D3F0-0A22-421F-B1A4-0FF83845DECA},{2A543371-AD58-4E69-B794-3A3394FD5934}
-151.138779,61.0671330000001,261,Tyonek,Tyonek Post Office,Post Office,16 C St,Tyonek,AK,99682-9800,+ 1 (907) 583-2315,+ 1 (907) 583-2316,2023/08/25 08:00:00+00,1385290,{961296AC-3BF0-47EF-AA6B-7D67C6031EDD},{8FC36979-F6F9-46FC-B574-1E26319990DA}
-160.789621,63.874733,262,Unalakleet,Unalakleet Post Office,Post Office,100 Main St,Unalakleet,AK,99684-9800,+ 1 (907) 624-3111,+ 1 (907) 624-3033,2023/08/25 08:00:00+00,1385343,{C3143A12-95C5-434E-A174-05E3A93C6CB4},{562AB9B4-7BA9-402D-9E38-E4A545F438D8}
-166.53527,53.872594,263,Unalaska,Unalaska Post Office,Post Office,82 Airport Beach Rd,Unalaska,AK,99685-9800,+ 1 (907) 581-1232,+ 1 (907) 581-4141,2023/08/25 08:00:00+00,1385344,{F020D8C7-7FD0-4AFE-85DC-43D1C0A0B5F0},{3ACEC562-9395-4B41-BF38-0CC6E91654CD}
-146.355203,61.1283940000001,264,Valdez,Valdez Post Office,Post Office,221 Tatitlek St,Valdez,AK,99686-9800,+ 1 (907) 835-4449,+ 1 (907) 835-2399,2023/08/25 08:00:00+00,1385626,{BDF957A0-FB1E-48AC-835A-A24FB2DFE444},{DB892DC6-9CF6-43F3-8CC0-97B245FFA324}
-146.414484,67.01554,265,Venetie,Venetie Post Office,Post Office,100 Main St,Venetie,AK,99781-9800,+ 1 (907) 849-8429,+ 1 (907) 849-8429,2023/08/25 08:00:00+00,1385806,{A3641C8B-440A-4FFF-AFC3-1602263D4212},{1DFDA3BF-F42A-415E-B20A-7742DDC63C6C}
-160.022412,70.6397160000001,266,Wainwright,Wainwright Post Office,Post Office,9998 Wainwright Rd,Wainwright,AK,99782-9800,+ 1 (907) 763-2020,,2023/08/25 08:00:00+00,1386164,{0B9370B1-7BCB-4AA4-B8CF-A63AECD907D3},{9A0D9544-DAAB-44CE-978B-50C19E97A17A}
-168.089735,65.610802,267,Wales,Wales Post Office,Post Office,500 Airport Junction Rd,Wales,AK,99783-9800,+ 1 (907) 664-3331,+ 1 (907) 664-2141,2023/08/25 08:00:00+00,1386225,{F8A9EA5F-A5D3-4A9C-B4B3-EDACC1AD5746},{C5DDE986-6683-4997-B4C4-31AE3ACC016C}
-131.722121,55.4104290000001,268,Ward Cove,Ward Cove Post Office,Post Office,7172 N Tongass Hwy,Ward Cove,AK,99928-9800,+ 1 (907) 247-2687,+ 1 (907) 247-0776,2023/08/25 08:00:00+00,1386378,{9DFC41E1-A701-49F8-9D31-93E3915A17DF},{F157F36A-F934-4FEF-BFC5-FA38172603DD}
-149.323709,61.5843570000001,269,Wasilla,Brentwood Contract Postal Unit,Contract Postal Unit,5050 E Dunbar Dr Ste G,Wasilla,AK,99654-7758,+ 1 (907) 376-5008,,2023/08/25 08:00:00+00,1439377,{8805779A-5590-497A-82CB-9053953A6555},{89E6BCFB-13C6-4424-A7DC-AD38DD10F886}
-149.652684,61.575654,270,Wasilla,Meadow Lakes Contract Postal Unit,Contract Postal Unit,745 S Rainbow St,Wasilla,AK,99623-9804,+ 1 (907) 357-6425,,2023/08/25 08:00:00+00,1439418,{8805779A-5590-497A-82CB-9053953A6555},{EA2542FB-5E82-4448-8860-1C88D1BDE436}
-149.569991,61.537693,271,Wasilla,Settlers Bay Mail Service Contract Postal Unit,Contract Postal Unit,4075 S Country Dr Ste B,Wasilla,AK,99623-533,+ 1 (907) 357-0993,+ 1 (800) 610-0601,2023/08/25 08:00:00+00,1439411,{8805779A-5590-497A-82CB-9053953A6555},{CEA8C507-58A9-41D3-8A20-860BED8EB60F}
-149.440788,61.5836170000001,272,Wasilla,Wasilla Post Office,Post Office,401 N Main St,Wasilla,AK,99654-9998,+ 1 (907) 376-5327,+ 1 (907) 376-7164,2023/08/25 08:00:00+00,1386558,{8805779A-5590-497A-82CB-9053953A6555},{3C14456D-A47C-4A63-9CAA-E60B4553861E}
-149.372444,61.5865440000001,273,Wasilla,Wasilla Annex Post Office,Post Office,626 N Bobby Day Cir,Wasilla,AK,99654-7369,+ 1 (907) 376-4206,+ 1 (907) 376-4202,2023/08/25 08:00:00+00,1386557,{8805779A-5590-497A-82CB-9053953A6555},{D302B351-5228-4B97-BC9A-E07BB5019A80}
-163.403989,64.679695,274,White Mountain,White Mountain Post Office,Post Office,100 Main St,White Mountain,AK,99784-9800,+ 1 (907) 638-3541,+ 1 (907) 638-3541,2023/08/25 08:00:00+00,1387508,{7B4ACF01-3330-4839-B43B-E98C4902C151},{D368D661-BA97-4218-AAA5-B49B321AF75A}
-148.686024,60.7722650000001,275,Whittier,Whittier Contract Postal Unit,Contract Postal Unit,9693 Kenai St,Whittier,AK,99693-9800,+ 1 (907) 472-2437,,2023/08/25 08:00:00+00,1439461,{52F6D695-370B-4814-8DA9-00DCC073CA83},{755244C0-A914-43C3-8674-7D06A1B32BD6}
-150.044177,61.7381560000001,276,Willow,Willow Post Office,Post Office,13232 N Mckinley Way,Willow,AK,99688-9800,+ 1 (907) 495-6266,+ 1 (907) 495-6270,2023/08/25 08:00:00+00,1387815,{60E92328-3CA2-4968-A065-270130CCEE76},{5A6B578C-480C-48EA-A74F-6FD3EA2589FE}
-132.387184,56.4724880000001,277,Wrangell,Wrangell Post Office,Post Office,112 Federal Way,Wrangell,AK,99929-9800,+ 1 (907) 874-3714,+ 1 (907) 874-2754,2023/08/25 08:00:00+00,1388328,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1},{088A2C3B-59D9-4613-8AB1-5F9A4A264713}
-139.733946,59.550804,278,Yakutat,Yakutat Post Office,Post Office,477 Mallotts Ave,Yakutat,AK,99689-9800,+ 1 (907) 784-3201,+ 1 (907) 784-3558,2023/08/25 08:00:00+00,1388417,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B},{54CFB092-8D6A-4D6C-8F11-8466AF275698}
