X,Y,OBJECTID,CommunityName,Coastal,AsOfDate,Description
-277207.120872475,1299381.93357958,50,Chuathbaluk,No,2018/03/12 00:00:00+00,"The Kuskokwim River serves as the major carrier for supply barges, skiffs, and float planes from Aniak and Bethel. A state-owned gravel airstrip is located one mile north of the village and has scheduled air service. In the winter, ski planes land on the frozen river, and vehicles are sometimes driven on the ice road to neighboring communities."
-261536.801805181,990939.243875891,51,Clark's Point,Yes,2018/03/12 00:00:00+00,"Air transport is the primary method of reaching Clark's Point. Regular and charter flights are available from Dillingham. There is a state-owned gravel runway, and float planes land on Nushagak River. Freight is brought by barge to Dillingham and then flown or lightered to the community. The only boat moorage is an undeveloped spit dock owned by the city; boats land on the beach. Trident Seafoods owns a private dock for vessels delivering landings. ATVs and snowmobiles are the primary means of local transportation. The fishing community of Ekuk and City of Dillingham are both within close proximity of Clark's Point, and residents regularly commute between them."
1296627.69138198,875531.322046869,52,Coffman Cove,Yes,2018/03/12 00:00:00+00,"The Inter-Island Ferry Authority provides access to the Prince of Wales Island road system by operating a daily service from Ketchikan to Hollis. There is a ferry terminal located in Coffman Cove with service estimated to start in 2015 between Coffman Cove, Wrangell and Petersburg. A state-owned seaplane base is available, and there is scheduled air service from Ketchikan three times a week. The nearest landing strip is in Klawock where wheel plane service is available thee times daily. The Coffman Cove Boat Harbor can accommodate boats up to 200 feet with fresh water and shore power available. Freight arrives by float plane or barge via the port in Thorne Bay or Craig."
-553098.010157236,613456.142454847,53,Cold Bay,Yes,2018/03/12 00:00:00+00,"A state-owned paved and lighted runway with a crosswind runway, an FAA flight service station, and a seaplane base are available. Cold Bay is a regional transportation center and provides scheduled flights to surrounding communities. The community has a dock but wants to develop a breakwater, boat harbor, and boat launch. Marine cargo services are available monthly from Seattle but not from Anchorage. The state ferry operates bi-monthly from Kodiak between May and October. There are approximately 40 miles of local gravel roads."
-394885.190734183,1816964.93492238,54,Deering,Yes,2018/03/12 00:00:00+00,"Deering is accessible year-round by plane. A state-owned gravel airstrip, with a gravel crosswind strip, enables flights by several Kotzebue air services. Fuel supplies and goods are delivered yearly by barge. Small boats, ATVs, and snow machines are used for local travel. Winter trails are available to Candle and Buckland."
402016.95373835,1589787.53174982,55,Delta Junction,No,2018/03/12 00:00:00+00,"Delta Junction is located at the convergence of the Richardson and Alaska Highways, approximately 95 miles southeast of Fairbanks and 236 miles northeast of Anchorage. The city developed along the east bank of the Delta River, south of its junction with the Tanana River. Buses provide transportation to Fairbanks and Whitehorse. The state-maintained Delta Junction airport has a gravel runway in good condition. The U.S. Army maintains the Allen AAF airport, which has a asphalt runway. Plans are underway for joint use of the Allen Airfield on Fort Greely. Snowmobiles are used for recreation. Freight and mail are shipped by truck from Fairbanks."
-680551.237413938,1832482.86785282,56,Diomede,Yes,2018/03/12 00:00:00+00,"Due to constant winds from the north, accessibility by air to Little Diomede is often limited. A state-owned heliport allows for weekly mail delivery. In 2012, Diomede was awarded grant funds to participate in the Essential Air Services program. Weekly flights by helicopter are available year round, weather permitting. There is no airstrip due to the steep slopes and rocky terrain, so ski planes must land on an ice strip in winter. Regular flights are scheduled from Nome, weather permitting. Skin boats are still a popular method of sea travel to cover the 28 miles to Wales. Cargo barge stops are irregular, due to sea or ice conditions, but deliver at least annually. There are plans to construct a breakwater and small boat harbor to allow for more regular sea travel between the Mainland and Diomede. Cargo Barge stops are irregular due to sea or ice conditions, but deliver at least annually. Transportation on Little Diomede is primarily by foot on a system of boardwalks and trails. The boardwalks are owned by the city, though are maintained by the IRA through Bureau of Indian Affairs (BIA) funding. A project to reconstruct 1.5 miles of boardwalks was completed during the summer of 2005."
604270.153138677,1705897.93684688,57,Eagle,No,2018/03/12 00:00:00+00,"Eagle has access to the state road system and Canada only during summer months via the Taylor and Top of the World Highways. It's located 370 miles by road from Fairbanks, or 198 air miles. A state-owned gravel airstrip is available; flights originate from Fairbanks. Goods are shipped in by air during the winter months. The community is located on the banks of the Yukon River and some residents own boats."
1249416.38957705,853372.98493417,58,Edna Bay,Yes,2018/03/12 00:00:00+00,"Transportation and cargo are provided by float plane or boat from Craig, Ketchikan, or Petersburg. Edna Bay is not connected to the island's road system. A dock and harbor with breakwater are available."
-442312.968289999,1163544.89979583,59,Eek,Yes,2018/03/12 00:00:00+00,"A state-owned gravel airstrip provides chartered and private air access. A seaplane base is also available on the Eek River. Fishing boats, skiffs, and snow machines are used for local transportation to Bethel and other villages. There is a one-mile gravel road in the city. Winter trails are marked to Quinhagak (39 mi), Eek Island (15 mi), Bethel (40 mi), and the Kwethluk River (45 mi). Barges deliver fuel and supplies during the summer months. A dock is available."
-197745.899534609,917108.324736896,60,Egegik,Yes,2018/03/12 00:00:00+00,"The community is accessible by air and water. A City-owned lighted gravel runway with crosswind airstrip is located approximately two miles south of Egegik. Scheduled and charter flights are available. There is also a private airstrip across from Coffee Point. A boat haul-out is available and the City has a deep water dock that that services barges from Anchorage and Seattle. Two privately-owned docks and marine storage are also available. Motorized vehicles used by residents include automobiles, trucks, skiffs, ATVs and snowmobiles."
-197055.84612121,1044794.93639563,61,Ekwok,No,2018/03/12 00:00:00+00,"Air transport is most frequently used to reach Ekwok. Regular and charter flights are available from Dillingham. The state-owned gravel runway was rebuilt and lengthened in 2005. Float planes land on the Nushagak River. Cargo is brought in during ice-free months from Dillingham by Coastal Marine Transport barge service. There are no docking facilities, but a barge off-loading area exists. Skiffs, ATVs, and snow machines are used for local transportation to other villages. As of May 2014, the city was in the process of building a new road to the new landfill site, contingent on funding for a bridge. "
-394183.886304622,1652848.63040226,62,Elim,Yes,2018/03/12 00:00:00+00,"Elim is best reached by air and sea. It offers a gravel runway. Elim Native Corporation also owns a private airstrip at Moses Point. There is no dock in the village, so supplies must be lightered to shore by a company operating from Nome. Plans are underway to develop a harbor and dock, and an access road is under construction. A cargo ship brings freight annually from Nome."
-533862.500488994,1465251.0985118,63,Emmonak,Yes,2018/03/12 00:00:00+00,"Emmonak relies on air and water transportation. A state-owned gravel airstrip is available. There are no connecting roads, but winter trails to Kotlik, Alakanuk, and Nunam Iqua are used by snow machines. Skiffs and ATVs are using during the summer for local transportation."
-602750.752160449,580772.977697475,64,False Pass,Yes,2018/03/12 00:00:00+00,"Boats and aircraft provide the only means of transportation into False Pass. A seaplane base and a state-owned gravel airstrip are available. Mail and passenger flights arrive three times weekly. There is a boat harbor with electricity and water at the floats, and a dock and boat ramp are available. Cargo barges are available from Seattle. No local taxi or delivery services exist in False Pass. The state ferry operates once a month between May and October from Kodiak."
389073.564573699,1871099.72992694,65,Fort Yukon,No,2018/03/12 00:00:00+00,"Fort Yukon is located at the confluence of the Yukon and Porcupine Rivers, about 145 air miles northeast of Fairbanks. Fort Yukon is accessible by air year-round and by barge during the summer months. Heavy cargo is brought in by barge from the end of May through mid-September; there is a barge off-loading area but no dock. Grocery items and other supplies are also shipped by air. Riverboats and skiffs are used for recreation, hunting, fishing, and other subsistence activities. A state-owned lighted, gravel airstrip is available; Hospital Lake, adjacent to the airport, is used by float planes. Snow machines and dog sleds are used on area trails or the frozen river, which becomes an ice road to area villages during winter. Extensive erosion to the north bank of the Yukon River has caused damage to city roads, which are scheduled for repairs in Spring 2014."
-861997.814284141,1650244.02734943,66,Gambell,Yes,2018/03/12 00:00:00+00,"Gambell's isolated location on an island with no seaport results in heavy dependence upon air transport. The state-owned airport has an asphalt runway. Regular flights from Nome and charters from Unalakleet are available. Freight is shipped by barge from Anchorage. Winter transportation on St. Lawrence Island primarily consists of snow-machine travel over packed snow. However, these routes often traverse through treacherous landscapes that offer little or no points of reference during bad weather. Tripods were installed in 2013 marking the winter routes between Gambell and Savoonga, as well as other points on the southern part of St. Lawrence Island. An approximately 7 mile evacuation road was completed in 2013 which extends southward from the village of Gambell."
-431919.643857906,1649447.6365716,67,Golovin,Yes,2018/03/12 00:00:00+00,"Since there are no roads connecting the city with other areas, access to Golovin is limited to air and sea. However, in the winter the village can also be accessed over land or ice. Both scheduled and chartered flights are available from Nome. A cargo ship brings supplies once each summer from Nome. Locals are interested in a road to White Mountain. The airport was recently relocated, and a new state-owned airport with a gravel runway is available. Scheduled and chartered flights are available (weather permitting) daily from Nome. Barges cannot currently land at Golovin because there is no dock. Supplies are lightered from Nome and offloaded on the beach. There is a small boat dock and a concrete boat ramp."
-431808.216810717,1038370.39728577,68,Goodnews Bay,Yes,2018/03/12 00:00:00+00,"A state-owned gravel airstrip is available for chartered or private planes year-round. There are no docking facilities, although locals use boats and skiffs extensively during the summer months. Snow machines are the primary means of travel during the winter. Winter trails are marked along the Coastal Trail (60.3 mi) and the Arolik Trail (60.1 mi). Barges deliver fuel and other supplies during the summer months. Groceries and other small items are bought in by plane."
