X,Y,OBJECTID,CommunityID,CommunityName,IncorporationType,AreaType,BoroughCensusArea,ANCSARegionalCorporation,NativeRegionalHealthCarePro,ANCSARegionalNonProfit,SchoolDistrict,DCRAAlaskaRegion,ClimateRegion,EnergyRegion,EconomicRegion,ARDORRegion,RecordersOffice,Section,Township,Range,Meridian,sqMiLand,sqMiWater
367734.179577302,1834380.62764397,1839,{6EA0B92C-E267-478F-99A6-DA6EAC948390},Birch Creek,Unincorporated CDP,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Council of Athabascan Tribal Governments, Incorporated",Tanana Chiefs Conference,Yukon Flats School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,Anchorage Economic Development Corporation,Fairbanks - 401,33,017N,009E,F,0,0
422843.028275784,1763917.53285218,1840,{5729F5A2-2D55-4611-8C20-838834BEA9AA},Central,Unincorporated CDP,Community,Yukon-Koyukuk Census Area,"Doyon, Limited",,Tanana Chiefs Conference,Yukon Flats School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,33,009N,014E,F,0,0
454360.989405363,1889974.85638339,1841,{98D5F010-433A-452A-8E40-1DC756B3B809},Chalkyitsik,Unincorporated CDP,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon Flats School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,13,021N,018E,F,0,0
331739.412198896,1134592.127647,1842,{05CB5D5F-15BA-4574-8F40-04CAFA9B5770},Chenega,Unincorporated CDP,Community,Chugach Census Area,Chugach Alaska Corporation,Chugachmiut,Chugachmiut,Chugach School District,Gulf Coast Region,Gulf Coast Maritime,Copper River/Chugach,Gulf Coast Economic Region,Prince William Sound Economic Development District,Valdez - 318,25,001S,008E,S,0,0
477050.767528564,1432884.56382823,1843,{72692AC5-B991-4B3E-A2AD-8EA498D7AF48},Chistochina,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Mt. Sanford Tribal Consortium,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,16,009N,004E,C,0,0
505210.692464188,1318323.26146793,1844,{5CD6634F-015C-4D3A-8F00-755FB6A3D186},Chitina,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,14,004S,005E,C,0,0
453138.587430948,1797102.49217214,1845,{98B27D83-9E27-4EE6-A6AB-CEED07523629},Circle,Unincorporated CDP,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Council of Athabascan Tribal Governments, Incorporated",Tanana Chiefs Conference,Yukon Flats School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,31,012N,018E,F,0,0
453408.873249887,1360664.78477063,1846,{609CFD2F-EC75-4F32-BDD7-C33D0C9FECE2},Copper Center,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,18,002N,001E,C,,
-215167.684534527,1328137.39160367,1847,{8B69F4F5-9833-40B1-B264-CBE2A5544BC8},Crooked Creek,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Kuspuk School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Kuskokwim - 403,32,021N,048W,S,,
1012028.66690744,1184048.99283362,1848,{F28EF005-C4A1-4868-9B6A-826AD9633025},Klukwan,Unincorporated CDP,Community,Hoonah-Angoon Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Chatham School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Haines - 106,33,028S,056E,C,,
-184086.739132799,1086250.01456556,1849,{BF86DFB1-D998-4FF0-A370-8AF716F5C4BE},Koliganek,Unincorporated CDP,Community,Dillingham Census Area,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Southwest Region School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Bristol Bay - 307,21,005S,047W,S,,
-493156.020425217,1140801.22915914,1850,{833744EB-91EC-4A96-AD90-A5E91FAB1250},Kongiganak,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,32,002S,079W,S,,
-509341.421585239,1133719.63178881,1851,{67C5F12A-3F7F-4EAB-88E0-136D880F8DD0},Kwigillingok,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,35,003S,081W,S,,
-76595.5868569749,1264712.55935681,1852,{A4767A4D-9554-40BC-9D6F-F4FDD3C05647},Lime Village,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,,Association of Village Council Presidents,Iditarod Area School District,Interior Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Kuskokwim - 403,30,015N,034W,S,,
158600.182562796,1674612.23033107,1853,{DFE91156-E4B0-4DC7-B3F9-6A61A37FF0D4},Manley Hot Springs,Unincorporated CDP,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Manley Hot Springs - 412,17,002N,015W,F,,
586268.7780969,1321554.25165022,1854,{878A4A85-1B32-43DD-9856-7A7FE62F6DE6},McCarthy,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,16,005S,014E,C,,
388220.661416283,1363330.25322063,1855,{E3BABD89-94E5-4656-A111-C38FD33CFD08},Mendeltna,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,8,003N,007W,C,,
514789.763027999,1479498.63086065,1856,{138A74FA-943C-4AC3-B538-9484C09C2AD1},Mentasta Lake,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Mt. Sanford Tribal Consortium,Copper River Native Association,Alaska Gateway School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,,Chitina - 308,1,013N,008E,C,,
218083.07061332,1695656.59737064,1857,{D3D709DB-0DF6-43DD-ACE0-FAF53A544273},Minto,Unincorporated CDP,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Manley Hot Springs - 412,22,004N,009W,F,0,0
1279440.82446425,852898.63754349,1858,{D95D0788-C59A-4F16-AB72-3A049B1E1AFC},Naukati Bay,Unincorporated CDP,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Southeast Island School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,19,069S,080E,C,0,0
376474.730287998,1355325.67831851,1859,{53719238-336A-4B67-82E2-32339DE9CD8E},Nelchina,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,1,002N,009W,C,,
-571660.995860192,1262920.03622587,1860,{258C640B-3DF8-425C-8445-188CD6A6A660},Newtok,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,24,010N,087W,S,0,0
-993846.955920641,436840.75156824,1861,{4B756DDD-55AC-49E9-AD29-8868DF25D4E3},Nikolski,Unincorporated CDP,Community,Aleutians West Census Area,Aleut Corporation,"Aleutian Pribilof Islands Association, Incorporated","Aleutian Pribilof Islands Association, Incorporated",Aleutian Region School District,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,34,083S,136W,S,,
605919.0008297,1500893.72891383,1862,{75CCDD7A-C559-4B30-B62B-5EC8E663CFF8},Northway Village,Unincorporated,Place of Interest,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Alaska Gateway School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,23,014N,018E,C,0,0
-421581.595860075,1217808.67340489,1863,{EADA3236-1E4C-4F64-8A35-0630C3D630AE},Oscarville,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,5,007N,071W,S,0,0
428137.202419773,1478844.69873438,1864,{6A728042-64AA-46F0-A81D-FDE32F20CFCB},Paxson,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,5,022S,012E,F,,
-482902.084484234,1373351.25797421,1865,{67B1D591-0300-4A96-A31C-7A141B8120D2},Pitkas Point,Unincorporated CDP,Community,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Yukon School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,6,022N,076W,S,,
1238268.67859453,896185.506006416,1866,{406CA174-D318-4E54-BB1E-2B47EE0719E4},Point Baker,Unincorporated CDP,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Southeast Island School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Petersburg - 110,6,064S,076E,C,,
1240070.12839684,893362.20596306,1867,{F783848B-F9FA-4D67-B681-88C19008013B},Port Protection,Unincorporated CDP,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Southeast Island School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Petersburg - 110,18,064S,076E,C,0,0
177265.835307035,1732264.22705703,1868,{6202BDF2-C7DB-4E68-839D-27ED74C85EA2},Rampart,Unincorporated CDP,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Rampart - 416,23,008N,013W,F,0,0
-175287.099591471,1316026.17556781,1869,{60E24BB4-83DC-44A8-9CFE-7E855DA6622B},Red Devil,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,,Association of Village Council Presidents,Kuspuk School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Kuskokwim - 403,31,020N,044W,S,,
451200.737331008,1366697.89131631,1870,{EFEF6D9F-D6F7-4657-8942-88A418AFEAD4},Silver Springs,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,25,003N,001W,C,,
509907.186959205,1453550.80144447,1871,{92647992-DE7B-4457-BD55-CB46CE9A4C4E},Slana,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,29,011N,008E,C,,
-167084.821254186,1306713.95158893,1872,{0250F433-FD97-4CC6-8D40-1385C394201D},Sleetmute,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Kuspuk School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Kuskokwim - 403,25,019N,044W,S,,
223409.289170116,1791220.15498526,1873,{169CE60B-858B-4A5D-801B-CB9E3179349B},Stevens Village,Unincorporated CDP,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon Flats School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Rampart - 416,29,014N,007W,F,,
-136053.465971829,1314823.93224772,1874,{3C0B8851-31F2-4CA0-B3E0-A7DE145D4BB3},Stony River,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Kuspuk School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Kuskokwim - 403,30,020N,040W,S,,
-104230.160828436,1448041.57850457,1875,{85E095CB-FA7C-489E-81CF-7471581BE04A},Takotna,Unincorporated CDP,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Iditarod Area School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Mt McKinley - 411,35,034N,036W,S,,
528914.501725091,1532292.0107361,1876,{57519FBB-A615-4BD0-A451-9E4C5B1C2E43},Tanacross,Unincorporated CDP,Community,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Alaska Gateway School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,5,018N,011E,C,,
395313.728565778,1231228.57346929,1877,{A47812B1-7D27-455A-A423-CE6015545162},Tatitlek,Unincorporated CDP,Community,Chugach Census Area,Chugach Alaska Corporation,Chugachmiut,Chugachmiut,Chugach School District,Gulf Coast Region,Gulf Coast Maritime,Copper River/Chugach,Gulf Coast Economic Region,Prince William Sound Economic Development District,Valdez - 318,32,011S,008W,C,,
446540.486937791,1370184.46588024,1878,{A3685B4F-070E-4C85-9820-DEE25ABC695E},Tazlina,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,16,003N,001W,C,0,0
574650.660762974,1512987.73354109,1879,{AD7719EE-1C6A-44A6-93BB-D7ABA23FFF53},Tetlin,Unincorporated CDP,Community,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Alaska Gateway School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,26,016N,015E,C,,
547792.116039577,1530825.07227062,1880,{E7AB4B30-0C1D-4536-8571-A8835525D851},Tok,Unincorporated CDP,Community,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Alaska Gateway School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,18,018N,013E,C,,
409618.895736735,1371188.85206154,1881,{93A518D2-76B0-46E5-863A-02EDDEB80C98},Tolsona,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,27,004N,005W,C,,
-373148.240750568,1254734.01287349,1882,{08AE02CD-C624-4EB1-9BDE-DC0B7B5D224E},Tuluksak,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Yupiit School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,27,012N,066W,S,,
-475945.642041781,1181762.44420864,1883,{E53D762F-9715-4E78-AE62-1FFB0D35EC03},Tuntutuliak,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,21,003N,077W,S,,
-611413.525021059,1229766.47294829,1884,{2AAC0BD8-1ED0-49FE-B5DA-1371DF532197},Tununak,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,28,006N,091W,S,,
-358378.418504991,1025834.33468098,1885,{70F9D3F0-0A22-421F-B1A4-0FF83845DECA},Twin Hills,Unincorporated CDP,Community,Dillingham Census Area,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Southwest Region School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Bristol Bay - 307,3,013S,066W,S,,
331181.261595623,1914361.61081032,1886,{A3641C8B-440A-4FFF-AFC3-1602263D4212},Venetie,Unincorporated CDP,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Council of Athabascan Tribal Governments, Incorporated",Tanana Chiefs Conference,Yukon Flats School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,3,025N,006E,F,0,0
392914.658593767,1600383.30574964,1887,{9B99FA70-E5CE-4C65-94D1-2ABCA3426E73},Whitestone,Unincorporated CDP,Community,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Delta-Greely School District,Interior Region,Continental,Railbelt,Interior Economic Region,,Fairbanks - 401,12,009S,009E,F,0,0
65959.5057005171,889737.633820026,1888,{29D4602C-A471-4961-BBEC-AB22938F5F26},Aleneva,CDP,Place of Interest,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,Kodiak Island Borough School District,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,17,025S,022W,S,0,0
312413.402713213,1664768.66144981,1889,{DAC7203E-0D8F-434C-A2FA-C699EDD5B8CB},Badger,CDP,Place of Interest,Fairbanks North Star Borough,"Doyon, Limited",Southeast Alaska Regional Health Consortium,Tanana Chiefs Conference,Fairbanks North Star Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,Fairbanks North Star Borough Economic Development Commission,Fairbanks - 401,30,001S,002E,F,,
158487.061740693,1246918.22514287,1890,{D72A5701-11AB-4596-AA0D-A2881CCB42B1},Beluga,CDP,Place of Interest,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated","Council of Athabascan Tribal Governments, Incorporated","Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Anchorage - 301,34,013N,010W,S,,
285879.42225823,1664626.4506395,1891,{ED0D2D29-01A6-4CF8-83BC-B974F9DDF83B},Chena Ridge,CDP,Place of Interest,Fairbanks North Star Borough,"Doyon, Limited",Yukon-Kuskokwim Health Corporation,Tanana Chiefs Conference,Fairbanks North Star Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,Fairbanks North Star Borough Economic Development Commission,Fairbanks - 401,16,001S,002W,F,,
105905.41525663,847470.810269413,1892,{9C0DF89A-A248-470E-82A5-F25ED75A098A},Chiniak,CDP,Place of Interest,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,Kodiak Island Borough School District,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,31,029S,018W,S,,
293420.165039597,1668798.2876742,1893,{BF7F929A-CAE2-486C-83EF-C7AF2FADFA2B},College,CDP,Place of Interest,Fairbanks North Star Borough,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Fairbanks North Star Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,Fairbanks North Star Borough Economic Development Commission,Fairbanks - 401,5,001S,001W,F,,
1007108.68796088,1181897.71287361,1894,{E4085300-359F-4509-9843-50524D6A0692},Covenant Life,CDP,Place of Interest,Haines Borough,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Haines Borough School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Haines - 106,4,029S,056E,C,,
329641.524476165,1651455.25649912,1895,{A74F371F-C334-4DC3-88A4-A4FCC1B1E8FD},Eielson AFB,CDP,Place of Interest,Fairbanks North Star Borough,"Doyon, Limited",Bristol Bay Area Health Corporation,Tanana Chiefs Conference,Fairbanks North Star Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,Fairbanks North Star Borough Economic Development Commission,Fairbanks - 401,11,003S,003E,F,,
356848.823562538,1347480.28969281,1896,{463333A9-778A-4087-B2B6-C834DF7F1809},Eureka Roadhouse,CDP,Place of Interest,Matanuska-Susitna Borough,"Ahtna, Incorporated","Tanana Chiefs Conference, Department of Health Services",Copper River Native Association,Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Chitina - 308,1,021N,012E,S,,
1067007.08315127,1085346.42276831,1897,{E209147C-83F5-4D19-AD3F-CB78B1F679F5},Excursion Inlet,CDP,Place of Interest,Haines Borough,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Haines Borough School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Juneau - 101,12,040S,060E,C,,
256231.649025432,1305085.0355838,1898,{803C9DC0-CB68-4FB4-8746-A65C69A5905F},Farm Loop,CDP,Place of Interest,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated","Eastern Aleutian Tribes, Incorporated","Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,20,018N,002E,S,,
295068.174974073,1672639.25755778,1899,{69F4E278-CF90-4297-B76E-3E6C8AF33FFF},Farmers Loop,CDP,Place of Interest,Fairbanks North Star Borough,"Doyon, Limited","Eastern Aleutian Tribes, Incorporated",Tanana Chiefs Conference,Fairbanks North Star Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,Fairbanks North Star Borough Economic Development Commission,Fairbanks - 401,28,001N,001W,F,,
238269.989945074,1570151.72772141,1900,{6271DC39-C422-443B-AB71-71A2246047FD},Ferry,CDP,Place of Interest,Denali Borough,"Doyon, Limited","Eastern Aleutian Tribes, Incorporated",Tanana Chiefs Conference,Denali Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,,Nenana - 414,28,010S,008W,F,,
172138.637355531,1099907.03794264,1901,{B93DB68F-0ECD-4E8C-8511-88FA35BB40CF},Fox River,CDP,Place of Interest,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated","Tanana Chiefs Conference, Department of Health Services","Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Homer - 309,1,004S,010W,S,,
156163.973245726,1070567.11099562,1902,{74696C73-F1AA-4DBA-8D8F-2D4FFAEFCC7E},Halibut Cove,CDP,Place of Interest,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",Southeast Alaska Regional Health Consortium,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Maritime,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Homer - 309,6,007S,011W,S,,
356207.713993115,1620815.87235197,1903,{55DEA83C-221E-4084-B00F-536B59BE5069},Harding-Birch Lakes,CDP,Place of Interest,Fairbanks North Star Borough,"Doyon, Limited",,Tanana Chiefs Conference,Fairbanks North Star Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,Fairbanks North Star Borough Economic Development Commission,Fairbanks - 401,29,006S,006E,F,,
1216344.43677328,1019553.27160176,1904,{6882E91E-F23E-4649-BC1E-168B1173F2E7},Hobart Bay,CDP,Place of Interest,Petersburg Borough,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Juneau - 101,11,051S,075E,C,,
-342253.119186579,668891.461576358,1905,{1D96F2EA-F1A3-4CC9-868D-090FD22E1CD6},Ivanof Bay,CDP,Place of Interest,Lake and Peninsula Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Lake and Peninsula Borough School District,Southwest Region,Southwest Maritime,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,27,049S,066W,S,0,0
88868.2011327796,860470.588669438,1906,{FCB82B0A-C4D2-4840-9D71-C3A5B6E31DA6},Kodiak Station,CDP,Place of Interest,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,Kodiak Island Borough School District,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,22,028S,020W,S,,
248656.468726726,1299057.34648475,1907,{1A5924D4-515F-4E65-8236-07D030FB3C05},Lakes,Locality,Place of Interest,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,4,017N,001E,S,,
1382002.87175299,856155.260648082,1908,{CA4E1D93-D6D4-4CA8-8FC7-F518777BE58C},Loring,CDP,Place of Interest,Ketchikan Gateway Borough,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Ketchikan Gateway Borough School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,29,072S,090E,C,,
