X,Y,OBJECTID,CommunityName,Resource,DataYear,Units,ReportedNo_inUnits,Reported_Lbs,AvgHH_Lbs,EstNo_inUnits,LowerCIAmt,UpperCLAmt,Estimated_Lbs,LowerCI_Lbs,UpperCI_Lbs,PerCapita_Harvest,CI_95Pcnt,created_user,created_date,last_edited_user,last_edited_date,GlobalID,Percent_HH_AttemptingHarvest,Percent_HH_Using,Percent_Harvest,Percent_HH_GiveAway,Percent_HH_Received,Conversion_Units_to_Pounds
-17018906.9014725,7939351.09939377,12923,Port Lions,Non-Salmon Fish,2005, ,184,435.2,15.5,479,184,964,1134,435,2281,5.1,1.01,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{869A878A-A9A8-45DF-8094-8154F4E70DC5},25,32.1,25,17.9,7.1,
-17018906.9014725,7939351.09939377,12924,Port Lions,Char,2005, ,111,155.4,5.6,289,111,611,405,155,856,1.8,1.11,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{A666C549-C879-4172-AF0C-54B3A3ED0F6A},14.3,21.4,14.3,10.7,7.1,
-17018906.9014725,7939351.09939377,12925,Port Lions,Dolly Varden,2005,Ind.,111,155.4,5.6,289,111,611,405,155,856,1.8,1.11,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{D6F18984-16E0-4134-B55C-8579330C6148},14.3,21.4,14.3,10.7,7.1,1.4
-17018906.9014725,7939351.09939377,12926,Port Lions,Dolly Varden-Fingerling,2005,Ind.,0,0,0,0,0,0,0,0,0,0,0,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{3B2416B6-59B0-4CB7-8DE0-F8A624AE0EA1},0,0,0,0,0,0.06
-17018906.9014725,7939351.09939377,12927,Port Lions,Trout,2005, ,73,279.8,10,190,73,372,729,279,1427,3.3,0.95,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{C772930C-6764-4F86-98C8-5E8BA89E3506},14.3,17.9,14.3,10.7,3.6,
-17018906.9014725,7939351.09939377,12928,Port Lions,Rainbow Trout,2005,Ind.,30,42,1.5,78,30,165,109,42,231,0.5,1.11,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{90B58A64-BB69-4D5F-BF2E-C2CC36D6741E},10.7,10.7,10.7,7.1,0,1.4
-17018906.9014725,7939351.09939377,12929,Port Lions,Steelhead,2005,Ind.,43,237.8,8.5,112,43,218,620,237,1207,2.8,0.94,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{EF72E335-EBBC-4040-91FB-D3453BF511DB},10.7,10.7,10.7,10.7,3.6,5.53
-18022693.7423965,8344602.51586286,12930,Quinhagak,Fish,2013,Lbs.,2087222,73208.8,669.3,108422.1,30929.44,30993.87,108422.1,108338.3,108506,147.973,0.125,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{6F9AEAF2-B59C-466B-90B5-42B9F3E6D8B5},89.9,97.2,89.9,60.6,88.1,
-18022693.7423965,8344602.51586286,12931,Quinhagak,Salmon,2013,Lbs.,727300,50956.9,465.1,75350.6,10741.28,10758.65,75350.6,75289.69,75411.45,102.8374,0.131,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{5A911740-DEF7-4A28-9E38-86BF0605AE67},73.4,94.5,71.6,49.5,49.5,
-18022693.7423965,8344602.51586286,12932,Quinhagak,Chum Salmon,2013,Ind.,168200,8258.6,74.9,2470.1,2467.43,2472.827,12128.3,12115.08,12141.58,16.55258,0.177,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{17DE2774-44E5-44A4-B0D9-23987B08949E},50.5,69.7,49.5,29.4,30.3,4.91
-18022693.7423965,8344602.51586286,12933,Quinhagak,Unknown Chum,2013,Ind.,6000,294.6,2.7,89.2,88.78796,89.56066,437.8,435.9489,439.7428,0.5975659,0.702,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{EC32214E-4652-402F-BE11-202A551E9846},2.8,2.8,2.8,0,0,4.91
-18022693.7423965,8344602.51586286,12934,Quinhagak,Coho Salmon,2013,Ind.,125000,5737.5,52.6,1857.8,1855.897,1859.699,8527.3,8518.567,8536.02,11.63793,0.166,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{E4EDD700-75C8-407D-82B0-D08EE01E629D},54.1,71.6,52.3,23.9,22,4.59
-18022693.7423965,8344602.51586286,12935,Quinhagak,Chinook Salmon,2013,Ind.,256800,28222.3,257.9,3801.8,3798.387,3805.209,41781.8,41744.28,41819.25,57.02316,0.145,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{B93EAEFB-E134-433D-B839-2BA5FFCF2B5E},67,87.2,63.3,40.4,44,10.99
-18022693.7423965,8344602.51586286,12936,Quinhagak,Pink Salmon,2013,Ind.,5500,148.5,1.4,81.7,81.4082,82.07803,220.7,219.8022,221.6107,0.301217,0.664,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{44B13D03-861E-46E4-87EF-80757CB2B3A6},6.4,11,6.4,3.7,6.4,2.7
-18022693.7423965,8344602.51586286,12937,Quinhagak,Sockeye Salmon,2013,Ind.,171800,8590,78.3,2538.5,2535.608,2541.382,12692.5,12678.04,12706.91,17.32252,0.184,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{3028ED15-AD72-49AB-A3CB-C5AA5F5CF828},55,77.1,53.2,29.4,31.2,5
-18022693.7423965,8344602.51586286,12938,Quinhagak,Unknown Salmon,2013,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{F008221D-F88F-4E61-8272-D806B3071397},0,0,0,0,0,10.99
-18022693.7423965,8344602.51586286,12939,Quinhagak,Non-Salmon Fish,2013,Lbs.,1359922,22251.8,204.1,33071.6,20184.45,20238.93,33071.6,33031.41,33111.69,45.13559,0.197,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{FDA6B7C9-3086-4FC1-8170-CABF99724CE9},83.5,93.6,82.6,46.8,81.7,
-18022693.7423965,8344602.51586286,12940,Quinhagak,Herring,2013,Gal.,26000.1,1560,14.3,386.4,385.1757,387.6707,2318.5,2311.047,2326.017,3.1643,0.523,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{1880BAA3-7066-4231-812F-78A5D07A598D},7.3,13.8,7.3,1.8,6.4,6
-18022693.7423965,8344602.51586286,12941,Quinhagak,Herring Roe,2013,Gal.,1554.5,85.5,0.8,23.1,23.01717,23.19133,127.1,126.5945,127.5523,0.173428,0.611,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{C19F1F78-3A3B-4881-B30A-06F0ABCFEE85},3.7,19.3,3.7,1.8,15.6,5.5
-18022693.7423965,8344602.51586286,12942,Quinhagak,Smelt,2013,Gal.,84587.7,5075.3,46.6,1257.2,1254.476,1259.875,7543,7526.836,7559.228,10.29462,0.348,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{EAB027DC-231A-4070-9DD4-E2A8139F02BF},61.5,72.5,59.6,24.8,20.2,6
-18022693.7423965,8344602.51586286,12943,Quinhagak,Cod,2013,Lbs.,27100,221.5,2,329.2,401.4923,404.049,329.2,328.1573,330.2464,0.4492901,0.514,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{131CC6FA-549A-4A42-96B2-F8E7DEB14360},10.1,10.1,10.1,3.7,0,
-18022693.7423965,8344602.51586286,12944,Quinhagak,Pacific Cod (gray),2013,Ind.,500,2.5,0,7.4,7.379185,7.4832,3.7,3.689593,3.7416,0.00507099,1.134,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{A58E2010-91A0-4AFF-AD6A-613288CC9BAD},0.9,0.9,0.9,0.9,0,0.5
-18022693.7423965,8344602.51586286,12945,Quinhagak,Saffron Cod,2013,Ind.,26600,219,2,395.3,394.0612,396.6177,325.5,324.4415,326.531,0.4442191,0.52,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{E7FA7E96-4A89-4035-B4B7-9EFFD8EAECB7},9.2,9.2,9.2,2.8,0,0.75
-18022693.7423965,8344602.51586286,12946,Quinhagak,Walleye Pollock (whiting),2013,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{48310698-BEDD-47A4-B4D6-47D3C7DD07A7},0,0,0,0,0,1.4
-18022693.7423965,8344602.51586286,12947,Quinhagak,Flounder,2013,Ind.,800,8.8,0.1,11.9,11.82951,11.95031,13.1,13.01246,13.14534,0.0178499,0.823,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{BF66F319-6694-402A-8E96-5C3AB62027EB},1.8,1.8,1.8,0.9,0,1.1
-18022693.7423965,8344602.51586286,12948,Quinhagak,Halibut,2013,Lbs.,499280,5117.9,47,7420.5,7401.965,7439.019,7606.4,7587.37,7625.53,10.38118,0.406,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{A33B02DB-9E2A-48BA-A249-354AD5B00055},15.6,68.8,15.6,6.4,60.6,1
-18022693.7423965,8344602.51586286,12949,Quinhagak,Lamprey,2013,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{4ED07F74-0555-4B39-9EA7-E96EF40B012D},0,0,0,0,0,0.6
-18022693.7423965,8344602.51586286,12950,Quinhagak,Sculpin,2013,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{BD67F08B-262F-4A4B-895E-2017483C214B},0,0,0,0,0,0.5
-18022693.7423965,8344602.51586286,12951,Quinhagak,Stickleback (needlefish),2013,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{81C38B18-E938-482E-B7E2-CBB74C28FCCF},0,0,0,0,0,0.2
-18022693.7423965,8344602.51586286,12952,Quinhagak,Blackfish,2013,Lbs.,29400,294,2.7,437,435.4044,438.5039,437,435.4044,438.5039,0.5963489,0.575,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{786637BC-FC96-40F4-BB28-3503159A93B5},5.5,14.7,5.5,1.8,11,1
-18022693.7423965,8344602.51586286,12953,Quinhagak,Burbot,2013,Ind.,13500,324,3,200.6,199.7792,201.5052,481.5,479.4702,483.6124,0.6572008,0.697,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{46C403E6-4FF1-4D25-A407-93973D1290E6},3.7,11.9,3.7,0.9,9.2,2.4
-18022693.7423965,8344602.51586286,12954,Quinhagak,Char,2013,Lbs.,382166.7,3445.5,31.6,5120.8,5671.765,5688.051,5120.8,5113.506,5128.163,6.988844,0.232,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{7DA8DF83-CF66-473D-B19B-A19CA840F79D},54.1,62.4,52.3,22.9,22.9,
-18022693.7423965,8344602.51586286,12955,Quinhagak,Arctic Char,2013,Ind.,12000,108,1,178.3,177.2898,179.4075,160.5,159.5608,161.4667,0.2190669,0.962,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{2FCC1946-FD78-42C6-B8E8-DA7297F84823},1.8,1.8,1.8,0.9,0.9,0.9
-18022693.7423965,8344602.51586286,12956,Quinhagak,Dolly Varden,2013,Ind.,369166.7,3322.5,30.5,5486.7,5478.703,5494.691,4938,4930.833,4945.223,6.739351,0.236,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{3E8F75B5-BF46-4B2D-8A97-F238BC3354EC},53.2,61.5,51.4,22.9,22,0.9
-18022693.7423965,8344602.51586286,12957,Quinhagak,Unknown Char,2013,Ind.,1000,15,0.1,14.9,14.75837,14.9664,22.3,22.13756,22.4496,0.03042596,1.134,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{19ACE57B-8AFE-4AB1-9D6B-BE6E99C2FC81},0.9,1.8,0.9,0.9,0.9,1.5
-18022693.7423965,8344602.51586286,12958,Quinhagak,Grayling,2013,Ind.,24700,247,2.3,367.1,365.987,368.2148,367.1,365.987,368.2148,0.5010142,0.492,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{F85059BA-9890-436A-A971-FC3CDDEA34FE},23.9,28.4,23.9,7.3,5.5,1
-18022693.7423965,8344602.51586286,12959,Quinhagak,Northern Pike,2013,Ind.,25933.3,1167,10.7,385.4,384.3809,386.4815,1734.4,1729.714,1739.167,2.36714,0.441,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{81C1ED64-86B0-4682-A9A7-271CE6852116},7.3,23.9,7.3,2.8,18.3,4.5
-18022693.7423965,8344602.51586286,12960,Quinhagak,Sheefish,2013,Ind.,2900,174,1.6,43.1,42.91245,43.28938,258.6,257.4747,259.7363,0.3529412,0.708,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{AAC05EE5-0F96-4C8B-ACE9-811995E5C6C2},3.7,7.3,3.7,2.8,3.7,6
-18022693.7423965,8344602.51586286,12961,Quinhagak,Trout,2013,Lbs.,85700,1359.8,12.5,2021,1270.241,1277.172,2021,2015.436,2026.538,2.758215,0.445,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{1EBF2DE4-18A1-47F2-8A6B-7078A2F34062},28.4,38.5,27.5,10.1,11.9,
-18022693.7423965,8344602.51586286,12962,Quinhagak,Rainbow Trout,2013,Ind.,75700,1059.8,9.7,1125.1,1121.754,1128.411,1575.1,1570.456,1579.775,2.149696,0.479,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{90C4FC78-9E51-4E68-B58B-D3BD1058E55D},27.5,36.7,26.6,10.1,11,1.4
-18022693.7423965,8344602.51586286,12963,Quinhagak,Unknown Trout,2013,Ind.,10000,300,2.8,148.6,147.5837,149.664,445.9,442.7511,448.992,0.6085193,1.134,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{A2BB4348-9D12-4527-AF85-7D38A13D489F},0.9,1.8,0.9,0,0.9,3
-18022693.7423965,8344602.51586286,12964,Quinhagak,Whitefish,2013,Lbs.,156300,3171.6,29.1,4713.7,2319.129,2326.853,4713.7,4704.701,4722.737,6.433218,0.31,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{855C70E4-F01D-42C3-A2C1-B8140C1246F9},37.6,52.3,35.8,15.6,27.5,
-18022693.7423965,8344602.51586286,12965,Quinhagak,Broad Whitefish,2013,Ind.,22500,900,8.3,334.4,333.3663,335.441,1337.6,1333.465,1341.764,1.825558,0.503,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{440014AA-87B3-4033-B0E7-12071BFD3EBF},7.3,19.3,7.3,3.7,13.8,4
-18022693.7423965,8344602.51586286,12966,Quinhagak,Cisco,2013,Lbs.,103400,1440.6,13.2,2141.1,1534.04,1539.501,2141.1,2137.252,2144.898,2.92211,0.289,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{D58059EB-B47B-499B-AB19-F4791FEAE113},30.3,36.7,28.4,11.9,13.8,
-18022693.7423965,8344602.51586286,12967,Quinhagak,Bering Cisco,2013,Ind.,102400,1433.6,13.2,1521.9,1519.176,1524.641,2130.7,2126.846,2134.497,2.907911,0.291,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{FEE0A0E1-8DDE-4680-B954-2FA32C8235F4},29.4,35.8,27.5,11.9,13.8,1.4
-18022693.7423965,8344602.51586286,12968,Quinhagak,Least Cisco,2013,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{BCFECDFF-4D66-41E9-8D2F-79330BB5FA06},0,0,0,0,0,1
-18022693.7423965,8344602.51586286,12969,Quinhagak,Unknown Cisco,2013,Ind.,1000,7,0.1,14.9,14.75837,14.9664,10.4,10.33086,10.47648,0.01419878,1.134,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{B4594EFB-013D-47AD-93F4-327CCF459DDC},0.9,0.9,0.9,0,0,0.7
-18022693.7423965,8344602.51586286,12970,Quinhagak,Humpback Whitefish,2013,Ind.,27200,816,7.5,404.3,403.1138,405.4,1212.8,1209.341,1216.2,1.655172,0.458,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{764F8867-DC4E-480C-9AF7-3B98D80C6DD4},9.2,17.4,9.2,3.7,11,3
-18022693.7423965,8344602.51586286,12971,Quinhagak,Round Whitefish,2013,Ind.,2700,13.5,0.1,40.1,39.86776,40.38912,20.1,19.93388,20.19456,0.02738337,1.052,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{8D5095FE-9E49-4C51-BF5F-3F089A4376F9},1.8,2.8,1.8,0.9,0.9,0.5
-18022693.7423965,8344602.51586286,12972,Quinhagak,Unknown Whitefish,2013,Ind.,500,1.5,0,7.4,7.379185,7.4832,2.2,2.179261,2.20998,0.00299519,1.134,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{97FB0288-536F-4DD8-BA00-3F66CE9BC834},0.9,1.8,0.9,0,1.8,3.77
-18022693.7423965,8344602.51586286,12973,Quinhagak,Clams,2013,Gal.,5933.3,187,1.7,88.2,87.86297,88.504,277.9,276.9612,278.8921,0.3793103,0.563,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{9E512B1F-59D9-4E69-90F8-8B1CD190DCB0},5.5,11.9,5.5,3.7,8.3,3
-18022693.7423965,8344602.51586286,12974,Quinhagak,Crabs,2013,Lbs.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:29+00,{DD273C73-1173-4206-AC23-C0EE006F281B},0,0,0,0,0,
-18022693.7423965,8344602.51586286,12975,Quinhagak,King Crab,2013,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{75D17009-CB5E-4AFC-BB2D-66A3F510BF58},0,0,0,0,0,2.1
-18022693.7423965,8344602.51586286,12976,Quinhagak,Tanner Crab,2013,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{6598726E-30AF-4BF7-AFA8-970EA98E02B0},0,0,0,0,0,1.6
-18022693.7423965,8344602.51586286,12977,Quinhagak,Unknown Crab,2013,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{A53FD364-7774-496D-A75E-D6D814850327},0,0,0,0,0,
-18022693.7423965,8344602.51586286,12978,Quinhagak,Mussels,2013,Gal.,200,3,0,3,2.951674,2.99328,4.5,4.427511,4.48992,0.00608519,1.134,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{45BC0D4D-67A5-404D-8CAA-73240E617E71},0.9,0.9,0.9,0,0,1.5
-16717050.1891427,9742232.5129247,12979,Rampart,Fish,2014,Lbs.,1261,5498.8,785.5,10212.1,5498.8,18014.14,10212.1,5498.8,18014.14,261.8476,0.764,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{0EF7FFCC-3BD2-4A6B-BD03-82FEEFF92D6D},85.7,100,85.7,71.4,100,
-16717050.1891427,9742232.5129247,12980,Rampart,Salmon,2014,Lbs.,950,4841.6,691.7,8991.5,4841.6,16058.82,8991.5,4841.6,16058.82,230.5524,0.786,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{F4348FD2-71ED-4987-B4F5-1AFBC313F61D},71.4,100,71.4,57.1,100,
-16717050.1891427,9742232.5129247,12981,Rampart,Chum Salmon,2014,Lbs.,500,2516,359.4,4672.6,2516,9088.207,4672.6,2516,9088.207,119.8095,0.945,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{5014C3D2-9F8A-49F6-9696-5C5C8A1922FF},57.1,57.1,57.1,28.6,28.6,5.032
-16717050.1891427,9742232.5129247,12984,Rampart,Coho Salmon,2014,Ind.,450,2325.6,332.2,835.7,450,1398.962,4319,2325.6,7230.006,110.7429,0.674,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{2753858F-D277-4932-B040-F6EF42074400},71.4,100,71.4,57.1,100,5.168
-16717050.1891427,9742232.5129247,12985,Rampart,Chinook Salmon,2014,Ind.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{2648499E-B70E-4C38-9E72-0B5EC2A98D89},0,0,0,0,0,8.683
-16717050.1891427,9742232.5129247,12986,Rampart,Pink Salmon,2014,Ind.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{D0CD370D-45C8-40E3-912E-1A5011949569},0,0,0,0,0,2.577
-16717050.1891427,9742232.5129247,12987,Rampart,Sockeye Salmon,2014,Ind.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{F9428BAA-E572-41C8-B987-A445BD45CBB3},0,0,0,0,0,4.032
-16717050.1891427,9742232.5129247,12988,Rampart,Unknown Salmon,2014,Ind.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{621999B2-8FF4-4A77-A7ED-59E3936005A0},0,0,0,0,0,5.096421
-16717050.1891427,9742232.5129247,12989,Rampart,Non-Salmon Fish,2014,Lbs.,311,657.2,93.9,1220.5,657.2,2203.002,1220.5,657.2,2203.002,31.29524,0.805,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{2D18A269-6708-4FC1-9072-FF47022408B4},85.7,100,85.7,57.1,71.4,
-16717050.1891427,9742232.5129247,12990,Rampart,Herring,2014,Gal.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{3B1A0141-3D0D-4409-BEDB-0B3E19D82653},0,0,0,0,0,6
-16717050.1891427,9742232.5129247,12991,Rampart,Herring Roe,2014,Gal.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{823F64F6-027F-4737-850C-7C474B33E9D2},0,0,0,0,0,5.5
-16717050.1891427,9742232.5129247,12992,Rampart,Smelt,2014,Lbs.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{8D950706-03AA-4301-8F05-22BB932E8FA2},0,0,0,0,0,6
-16717050.1891427,9742232.5129247,12993,Rampart,"Eulachon (hooligan, candlefish)",2014,Gal.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{6DD6A3A6-C105-42D8-9BE4-CDCFE1407C03},0,0,0,0,0,3.25
-16717050.1891427,9742232.5129247,12994,Rampart,Unknown Smelt,2014,Gal.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{BB3C6753-A8C2-43E5-8A88-767AA4E45F0A},0,0,0,0,0,6
-16717050.1891427,9742232.5129247,12995,Rampart,Cod,2014,Lbs.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{D41FA0BB-BA55-4E8F-BA1B-D9AE0ACA81D1},0,0,0,0,0,0.5
-16717050.1891427,9742232.5129247,12996,Rampart,Pacific Cod (gray),2014,Ind.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{327B2357-E6AE-428D-A1A8-EC7DB7A61AC9},0,0,0,0,0,0.5
-16717050.1891427,9742232.5129247,12997,Rampart,Pacific Tom Cod,2014,Ind.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{CA9EBEAE-9942-449B-AC3B-45431230C11A},0,0,0,0,0,0.5
-16717050.1891427,9742232.5129247,12998,Rampart,Flounder,2014,Lbs.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{BBD61E71-76B1-4ECE-A7DA-028ECB10DD49},0,0,0,0,0,1.1
-16717050.1891427,9742232.5129247,12999,Rampart,Starry Flounder,2014,Ind.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{77160A60-36B8-4069-A0C8-BBAD68ECE655},0,0,0,0,0,1.1
-16717050.1891427,9742232.5129247,13000,Rampart,Greenling,2014,Lbs.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:30+00,{E54FDA16-BB62-492B-A2C0-F110679740C5},0,0,0,0,0,4
-16717050.1891427,9742232.5129247,13001,Rampart,Lingcod,2014,Ind.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{0DF2ED75-2497-457D-9E49-038BD3CB2241},0,0,0,0,0,4
-16717050.1891427,9742232.5129247,13002,Rampart,Halibut,2014,Lbs.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{06FE4F0B-9C69-40E0-8B40-1A3770006808},0,0,0,0,0,1
-16717050.1891427,9742232.5129247,13003,Rampart,Rockfish,2014,Lbs.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{EDE1D6BB-A24A-4004-80CC-6CA2D3739064},0,0,0,0,0,1.5
-16717050.1891427,9742232.5129247,13004,Rampart,Unknown Rockfish,2014,Ind.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{70F4C1B2-1873-48B9-B8C5-5EC42F35D937},0,0,0,0,0,1.5
-16717050.1891427,9742232.5129247,13005,Rampart,Blackfish,2014,Ind.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{2F58A13C-FA61-4E9E-B3F8-EC8120A8AF59},0,0,0,0,0,0.75
-16717050.1891427,9742232.5129247,13006,Rampart,Burbot,2014,Ind.,53,127.2,18.2,98.4,53,216.3816,236.2,127.2,519.4038,6.057143,1.199,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{234710E3-D002-4287-A0B8-B94DE6CB517D},71.4,71.4,71.4,28.6,42.9,2.4
-16717050.1891427,9742232.5129247,13007,Rampart,Char,2014,Lbs.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{4AE58B78-056B-4431-860A-E0C27572FB5A},0,0,0,0,0,0.9
-16717050.1891427,9742232.5129247,13008,Rampart,Dolly Varden,2014,Ind.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{A87369EF-11AE-4707-BD80-5DCAC8839787},0,0,0,0,0,0.9
-16717050.1891427,9742232.5129247,13009,Rampart,Grayling,2014,Ind.,70,63,9,130,70,312.65,117,63,281.385,3,1.405,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{645BEE5E-1A16-4834-84C2-AFD0818971F6},28.6,28.6,28.6,28.6,28.6,0.9
-16717050.1891427,9742232.5129247,13010,Rampart,Northern Pike,2014,Ind.,5,7,1,9.3,5,24.7566,13,7,34.606,0.3333333,1.662,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{CCDA9C5A-7B60-4F69-816D-AB1E253CAB63},14.3,14.3,14.3,0,0,1.4
-16717050.1891427,9742232.5129247,13011,Rampart,Sheefish,2014,Ind.,13,78,11.1,24.1,13,54.7552,144.9,78,329.2128,3.714286,1.272,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{553B1A00-D09D-445F-A769-B614008DEEE2},28.6,28.6,28.6,0,0,6
-16717050.1891427,9742232.5129247,13012,Rampart,Trout,2014,Lbs.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{0208A1BB-5045-42B5-97B6-57B7F619A79D},0,0,0,0,0,1.4
-16717050.1891427,9742232.5129247,13013,Rampart,Rainbow Trout,2014,Ind.,0,0,0,0,,,0,,,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:32+00,{D1F037BF-A191-4BAA-9096-EBA04D414A34},0,0,0,0,0,1.4
